n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
2,2,5,0.7595863839285723,1.0,0.1,0.8649274422835381
2,2,9,0.7595863839285723,1.0,0.15,0.8649025479806988
2,2,8,0.7595863839285723,1.0,0.65,0.8648777266448681
2,2,5,0.7595863839285723,1.0,0.65,0.864833602444418
2,2,5,0.7595863839285723,1.0,0.45,0.8647959122509717
2,2,5,0.7595863839285723,1.0,0.6,0.8647886640216607
2,2,4,0.7595863839285723,1.0,0.85,0.8646049818532803
2,2,9,0.7595863839285723,1.0,0.5,0.8645785177301855
2,2,1,0.7595863839285723,1.0,0.65,0.8645493383146003
2,2,2,0.7595863839285723,1.0,0.6,0.8643792866663159
2,2,4,0.7595863839285723,1.0,0.1,0.8643653243618667
2,2,8,0.7595863839285723,1.0,0.6,0.8643517552471504
2,2,6,0.7595863839285723,1.0,0.65,0.8642964654242256
2,2,7,0.7595863839285723,1.0,0.5,0.8642925615845686
2,2,5,0.7595863839285723,1.0,0.4,0.8642692478425121
2,2,6,0.7595863839285723,1.0,0.55,0.8641962853291087
2,2,1,0.7595863839285723,1.0,0.85,0.8641902310055158
2,2,7,0.7595863839285723,1.0,0.7,0.8641197872855683
2,2,5,0.7595863839285723,1.0,0.7,0.864100560564338
2,2,8,0.7595863839285723,1.0,0.05,0.8640230319902871
2,2,6,0.7595863839285723,1.0,0.05,0.8639899437356036
2,2,7,0.7595863839285723,1.0,0.55,0.8638760440762299
2,2,9,0.7595863839285723,1.0,0.55,0.8635967367826757
2,2,7,0.7595863839285723,1.0,0.05,0.863446961927055
2,2,8,0.7595863839285723,1.0,0.45,0.8633734589428582
2,2,8,0.7595863839285723,1.0,0.55,0.8633430861698823
2,2,8,0.7595863839285723,1.0,0.5,0.8633219642213218
2,2,2,0.7595863839285723,1.0,0.9,0.863306959245021
2,2,1,0.7595863839285723,1.0,0.05,0.8630133759193067
2,2,8,0.7595863839285723,1.0,0.7,0.8629893275885898
2,2,4,0.7595863839285723,1.0,0.05,0.8629881810160195
2,2,6,0.7595863839285723,1.0,0.7,0.8629555703270695
2,2,1,0.7595863839285723,1.0,0.7,0.8629473559422799
2,2,3,0.7595863839285723,1.0,0.95,0.8628633401368798
2,2,9,0.7595863839285723,1.0,0.6,0.8628448153109113
2,2,7,0.7595863839285723,1.0,0.1,0.8628378798414856
2,2,2,0.7595863839285723,1.0,0.05,0.8626508588197336
2,2,5,0.7595863839285723,1.0,0.9,0.8624253734481925
2,2,9,0.7595863839285723,1.0,0.65,0.8623927677938362
2,2,8,0.7595863839285723,1.0,0.4,0.8623358632772984
2,2,9,0.7595863839285723,1.0,0.7,0.8623047437047457
2,2,1,0.7595863839285723,1.0,0.8,0.8621606606118046
2,2,1,0.7595863839285723,1.0,0.75,0.8620945078111946
2,2,7,0.7595863839285723,1.0,0.8,0.862028644171508
2,2,9,0.7595863839285723,1.0,0.75,0.8617346568395032
2,2,6,0.7595863839285723,1.0,0.9,0.8617194464142389
2,2,5,0.7595863839285723,1.0,0.75,0.8616774732426886
2,2,5,0.7595863839285723,1.0,0.8,0.8616774732426886
2,2,3,0.7595863839285723,1.0,0.05,0.8616680086131895
2,2,7,0.7595863839285723,1.0,0.75,0.8615065261100948
2,2,8,0.7595863839285723,1.0,0.75,0.8614831009684603
2,2,6,0.7595863839285723,1.0,0.8,0.8614763671510561
2,2,4,0.7595863839285723,1.0,0.9,0.8614107878602849
2,2,9,0.7595863839285723,1.0,0.05,0.8613720189633991
2,2,6,0.7595863839285723,1.0,0.85,0.861283808658896
2,2,10,0.7595863839285723,1.0,0.9,0.8612208943332437
2,2,8,0.7595863839285723,1.0,0.95,0.8612109720676051
2,2,10,0.7595863839285723,1.0,0.7,0.8609516705783966
2,2,5,0.7595863839285723,1.0,0.95,0.8609187986005139
2,2,6,0.7595863839285723,1.0,0.95,0.860790661575091
2,2,9,0.7595863839285723,1.0,0.9,0.8607891587681327
2,2,1,0.7595863839285723,1.0,0.9,0.8607612061963332
2,2,9,0.7595863839285723,1.0,0.95,0.8606836082441545
2,2,10,0.7595863839285723,1.0,0.05,0.8606619717591365
2,2,5,0.7595863839285723,1.0,0.85,0.8605358894608922
2,2,10,0.7595863839285723,1.0,0.95,0.860522480504761
2,2,7,0.7595863839285723,1.0,0.9,0.8605014700430411
2,2,2,0.7595863839285723,1.0,0.95,0.860483386879384
2,2,6,0.7595863839285723,1.0,0.75,0.8603911055419873
2,2,10,0.7595863839285723,1.0,0.75,0.8603253781850793
2,2,9,0.7595863839285723,1.0,0.8,0.8602505109329198
2,2,8,0.7595863839285723,1.0,0.8,0.8602106073135284
2,2,8,0.7595863839285723,1.0,0.85,0.8601688429909738
2,2,8,0.7595863839285723,1.0,0.9,0.860141248637637
2,2,4,0.7595863839285723,1.0,0.95,0.8601046809665107
2,2,9,0.7595863839285723,1.0,0.85,0.8598189469295479
2,2,10,0.7595863839285723,1.0,0.85,0.8596150983791925
2,2,7,0.7595863839285723,1.0,0.85,0.85943787890032
2,2,10,0.7595863839285723,1.0,0.8,0.8591578631376279
2,2,7,0.7595863839285723,1.0,0.95,0.8575934932339321
2,2,4,0.7595863839285723,1.0,1.0,0.8572015412073473
2,2,1,0.7595863839285723,1.0,0.95,0.8570216072646046
2,2,7,0.7595863839285723,1.0,1.0,0.8557919683351425
2,2,6,0.7595863839285723,1.0,1.0,0.8556549874117817
2,2,5,0.7595863839285723,1.0,1.0,0.8550826755364133
2,2,3,0.7595863839285723,1.0,1.0,0.8548759089803866
2,2,10,0.7595863839285723,1.0,1.0,0.8546533030092739
2,2,9,0.7595863839285723,1.0,1.0,0.8543320766547664
2,2,8,0.7595863839285723,1.0,1.0,0.8526226395101333
2,2,2,0.7595863839285723,1.0,1.0,0.8516597463811783
2,2,1,0.7595863839285723,1.0,1.0,0.8495819286706155
2,2,1,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,2,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,3,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,4,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,5,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,6,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,7,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,8,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,9,0.7595863839285723,1.0,0.0,0.8038383776848408
2,2,10,0.7595863839285723,1.0,0.0,0.8038383776848408
