n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
2,2,4,0.618332169500001,1.0,0.15,0.8716690599422564
2,2,4,0.618332169500001,1.0,0.1,0.8710810347570371
2,2,9,0.618332169500001,1.0,0.2,0.870449022024131
2,2,5,0.618332169500001,1.0,0.15,0.8702337943925232
2,2,3,0.618332169500001,1.0,0.1,0.8701668642755486
2,2,10,0.618332169500001,1.0,0.25,0.8700282384601623
2,2,10,0.618332169500001,1.0,0.2,0.8699849975087629
2,2,2,0.618332169500001,1.0,0.25,0.8699706941997233
2,2,2,0.618332169500001,1.0,0.3,0.8697721198893732
2,2,10,0.618332169500001,1.0,0.1,0.8696168471125266
2,2,1,0.618332169500001,1.0,0.3,0.869584222454562
2,2,7,0.618332169500001,1.0,0.15,0.8694509547735868
2,2,4,0.618332169500001,1.0,0.2,0.8694199329887463
2,2,1,0.618332169500001,1.0,0.25,0.869378194309447
2,2,1,0.618332169500001,1.0,0.35,0.8693589126524269
2,2,9,0.618332169500001,1.0,0.1,0.8692585097331268
2,2,6,0.618332169500001,1.0,0.15,0.8692082978277478
2,2,2,0.618332169500001,1.0,0.35,0.8689934344556741
2,2,8,0.618332169500001,1.0,0.15,0.8687522030916882
2,2,6,0.618332169500001,1.0,0.2,0.8686939094711048
2,2,4,0.618332169500001,1.0,0.25,0.86864270896807
2,2,8,0.618332169500001,1.0,0.2,0.8685306765882276
2,2,2,0.618332169500001,1.0,0.15,0.8685288869540602
2,2,3,0.618332169500001,1.0,0.7,0.8684869561755343
2,2,1,0.618332169500001,1.0,0.2,0.8684341554111615
2,2,1,0.618332169500001,1.0,0.45,0.8684170202207231
2,2,10,0.618332169500001,1.0,0.15,0.8683314488716956
2,2,9,0.618332169500001,1.0,0.15,0.8681207826850407
2,2,3,0.618332169500001,1.0,0.15,0.868102984643518
2,2,7,0.618332169500001,1.0,0.2,0.8680646895740635
2,2,4,0.618332169500001,1.0,0.55,0.8680633672581012
2,2,1,0.618332169500001,1.0,0.4,0.8680402698046991
2,2,2,0.618332169500001,1.0,0.2,0.8679830221139133
2,2,3,0.618332169500001,1.0,0.6,0.8679661300076883
2,2,3,0.618332169500001,1.0,0.8,0.8679262825356661
2,2,4,0.618332169500001,1.0,0.7,0.8678703049366959
2,2,3,0.618332169500001,1.0,0.5,0.867832946664198
2,2,2,0.618332169500001,1.0,0.4,0.8677956178102721
2,2,6,0.618332169500001,1.0,0.45,0.8677836675659846
