num_training_pairs,n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
1,1,2,6,1.0,1.0,0.6,0.7693566790657395
1,1,2,7,1.0,1.0,0.6,0.7693297615780185
1,1,2,2,1.0,1.0,0.25,0.7691172969201571
1,1,2,6,1.0,1.0,0.55,0.7689959168222023
1,1,2,9,1.0,1.0,1.0,0.768911257131732
1,1,2,8,1.0,1.0,0.45,0.7688948332019068
1,1,2,10,1.0,1.0,0.35,0.7688303705599298
1,1,2,1,1.0,1.0,0.25,0.7687672159824659
1,1,2,7,1.0,1.0,0.7,0.7687566758583607
1,1,2,3,1.0,1.0,0.85,0.7687509939136993
1,1,2,8,1.0,1.0,0.95,0.7687450001776107
1,1,2,6,1.0,1.0,0.65,0.7684888012436567
1,1,2,8,1.0,1.0,0.4,0.7683920512220173
1,1,2,4,1.0,1.0,0.35,0.7682954528770131
1,1,2,10,1.0,1.0,0.2,0.7682361070891937
1,1,2,4,1.0,1.0,0.65,0.7682137571762296
1,1,2,4,1.0,1.0,0.6,0.7679637649541456
1,1,2,4,1.0,1.0,0.3,0.7677810475700015
1,1,2,6,1.0,1.0,0.5,0.7677574757374425
1,1,2,3,1.0,1.0,0.9,0.7675532238098582
1,1,2,5,1.0,1.0,0.75,0.7673520275150313
1,1,2,10,1.0,1.0,0.15,0.7673178020602975
1,1,2,5,1.0,1.0,0.45,0.767306259425393
1,1,2,2,1.0,1.0,0.85,0.7672993720489814
1,1,2,4,1.0,1.0,0.4,0.767097120688615
1,1,2,9,1.0,1.0,0.3,0.7670464973062904
1,1,2,1,1.0,1.0,0.7,0.7670110092639508
1,1,2,10,1.0,1.0,0.25,0.7668414559086945
1,1,2,5,1.0,1.0,0.9,0.7667132496428702
1,1,2,6,1.0,1.0,0.7,0.7664875720135226
1,1,2,4,1.0,1.0,0.7,0.76647995121433
1,1,2,7,1.0,1.0,0.75,0.7664609612219918
1,1,2,10,1.0,1.0,0.3,0.7663010843935231
1,1,2,9,1.0,1.0,0.2,0.7659924891583388
1,1,2,4,1.0,1.0,0.75,0.7658274643564187
1,1,2,3,1.0,1.0,0.2,0.7657789404779686
1,1,2,6,1.0,1.0,0.45,0.7657107134570198
1,1,2,9,1.0,1.0,0.25,0.7656240748138331
1,1,2,3,1.0,1.0,0.95,0.7654251325885613
1,1,2,5,1.0,1.0,0.85,0.7653413860630177
1,1,2,1,1.0,1.0,0.2,0.7650582998990089
1,1,2,4,1.0,1.0,0.85,0.7650252603852675
1,1,2,5,1.0,1.0,0.8,0.765022531755348
1,1,2,4,1.0,1.0,0.8,0.7648513588756088
1,1,2,9,1.0,1.0,0.15,0.7644962048108479
1,1,2,8,1.0,1.0,1.0,0.7644938351498828
1,1,2,1,1.0,1.0,0.75,0.7644039214077198
1,1,2,7,1.0,1.0,0.85,0.7643921085468668
1,1,2,7,1.0,1.0,0.8,0.7643323764489985
1,1,2,3,1.0,1.0,1.0,0.7642885027913165
1,1,2,6,1.0,1.0,0.75,0.7642066748851918
1,1,2,8,1.0,1.0,0.35,0.7641932836696218
1,1,2,4,1.0,1.0,0.25,0.7641764610081033
1,1,2,5,1.0,1.0,0.4,0.7640815417073611
1,1,2,4,1.0,1.0,0.9,0.7640360847091002
4,2,2,1,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,2,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,3,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,4,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,5,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,6,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,7,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,8,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,9,0.7987527775000013,1.0,0.0,0.7639067451311569
4,2,2,10,0.7987527775000013,1.0,0.0,0.7639067451311569
1,1,2,2,1.0,1.0,0.2,0.7639051036852217
1,1,2,6,1.0,1.0,0.9,0.7637744525968957
1,1,2,7,1.0,1.0,0.45,0.7636921417377083
1,1,2,2,1.0,1.0,0.9,0.763073120137186
1,1,2,2,1.0,1.0,0.95,0.762737631874371
1,1,2,6,1.0,1.0,0.85,0.762546537107782
1,1,2,7,1.0,1.0,0.4,0.7624049411311732
1,1,2,6,1.0,1.0,0.8,0.7623196927170702
1,1,2,1,1.0,1.0,0.8,0.762281251309589
1,1,2,4,1.0,1.0,0.2,0.7621816965597572
1,1,2,3,1.0,1.0,0.15,0.7617758652883327
1,1,2,8,1.0,1.0,0.2,0.7614354317873024
1,1,2,5,1.0,1.0,0.95,0.7612987053003603
1,1,2,5,1.0,1.0,0.35,0.761251035434959
1,1,2,4,1.0,1.0,0.95,0.7611296033404662
1,1,2,6,1.0,1.0,0.4,0.7609550490133129
1,1,2,1,1.0,1.0,0.15,0.7607716631179483
1,1,2,8,1.0,1.0,0.3,0.7607691619195464
1,1,2,1,1.0,1.0,0.85,0.760654977646333
1,1,2,7,1.0,1.0,0.95,0.7601224866127926
1,1,2,7,1.0,1.0,0.9,0.7598421295782259
1,1,2,8,1.0,1.0,0.15,0.7596286744951796
1,1,2,3,1.0,1.0,0.1,0.7594744948021839
1,1,2,2,1.0,1.0,1.0,0.7588841368074057
1,1,2,8,1.0,1.0,0.25,0.7588336039234675
1,1,2,6,1.0,1.0,0.35,0.7584197114405029
1,1,2,5,1.0,1.0,0.3,0.7582498386787881
1,1,2,6,1.0,1.0,0.95,0.7581753131565566
1,1,2,5,1.0,1.0,0.25,0.7570777285574283
1,1,2,10,1.0,1.0,0.1,0.7565609389853422
1,1,2,7,1.0,1.0,0.25,0.7562593092473263
1,1,2,4,1.0,1.0,1.0,0.7562503843095537
1,1,2,9,1.0,1.0,0.1,0.7559988761681391
1,1,2,7,1.0,1.0,1.0,0.7559042024960565
1,1,2,2,1.0,1.0,0.15,0.7557421093862574
1,1,2,6,1.0,1.0,0.3,0.7554645813052464
1,1,2,7,1.0,1.0,0.35,0.7552939540252994
1,1,2,1,1.0,1.0,0.9,0.7551553011255059
1,1,2,4,1.0,1.0,0.15,0.7545825074661184
1,1,2,2,1.0,1.0,0.1,0.7544303401272838
1,1,2,8,1.0,1.0,0.1,0.7542479669792927
1,1,2,6,1.0,1.0,0.25,0.7538922065014153
1,1,2,4,1.0,1.0,0.1,0.7536561198720786
1,1,2,7,1.0,1.0,0.3,0.7534015297042546
1,1,2,6,1.0,1.0,0.2,0.7531944366071317
1,1,2,6,1.0,1.0,1.0,0.7530494619757897
1,1,2,5,1.0,1.0,0.2,0.7526439664868213
1,1,2,7,1.0,1.0,0.2,0.7524411026407046
1,1,2,5,1.0,1.0,0.15,0.7518029653529307
1,1,2,5,1.0,1.0,1.0,0.7512596802089438
1,1,2,1,1.0,1.0,0.1,0.7505581602626286
1,1,2,7,1.0,1.0,0.15,0.7504379691640375
1,1,2,6,1.0,1.0,0.15,0.7491043143450531
1,1,2,6,1.0,1.0,0.1,0.7479969364567483
1,1,2,1,1.0,1.0,0.95,0.7475553512850028
1,1,2,3,1.0,1.0,0.05,0.7465836338273224
1,1,2,7,1.0,1.0,0.1,0.7456435279468617
1,1,2,4,1.0,1.0,0.05,0.7448724808443892
1,1,2,5,1.0,1.0,0.1,0.7439698130108289
1,1,2,2,1.0,1.0,0.05,0.7424199258251593
1,1,2,9,1.0,1.0,0.05,0.7415492897632064
1,1,2,8,1.0,1.0,0.05,0.7402215726883391
1,1,2,1,1.0,1.0,0.05,0.7400204084139005
1,1,2,10,1.0,1.0,0.05,0.7389502326545133
1,1,2,5,1.0,1.0,0.05,0.7365389191792072
1,1,2,6,1.0,1.0,0.05,0.7360110878246683
3,2,2,1,1.0,1.0,0.0,0.7356993155999619
3,2,2,2,1.0,1.0,0.0,0.7356993155999619
3,2,2,3,1.0,1.0,0.0,0.7356993155999619
3,2,2,4,1.0,1.0,0.0,0.7356993155999619
3,2,2,5,1.0,1.0,0.0,0.7356993155999619
3,2,2,6,1.0,1.0,0.0,0.7356993155999619
3,2,2,7,1.0,1.0,0.0,0.7356993155999619
3,2,2,8,1.0,1.0,0.0,0.7356993155999619
3,2,2,9,1.0,1.0,0.0,0.7356993155999619
3,2,2,10,1.0,1.0,0.0,0.7356993155999619
1,1,2,7,1.0,1.0,0.05,0.7345068680847341
1,1,2,1,1.0,1.0,1.0,0.7334888790668301
2,2,2,1,1.0,1.0,0.0,0.6494291103305454
2,2,2,2,1.0,1.0,0.0,0.6494291103305454
2,2,2,3,1.0,1.0,0.0,0.6494291103305454
2,2,2,4,1.0,1.0,0.0,0.6494291103305454
2,2,2,5,1.0,1.0,0.0,0.6494291103305454
2,2,2,6,1.0,1.0,0.0,0.6494291103305454
2,2,2,7,1.0,1.0,0.0,0.6494291103305454
2,2,2,8,1.0,1.0,0.0,0.6494291103305454
2,2,2,9,1.0,1.0,0.0,0.6494291103305454
2,2,2,10,1.0,1.0,0.0,0.6494291103305454
1,1,2,10,1.0,1.0,0.0,0.6139220739924581
1,1,2,4,1.0,1.0,0.0,0.6124520974120944
1,1,2,7,1.0,1.0,0.0,0.6106874012380441
1,1,2,8,1.0,1.0,0.0,0.6101639997379141
1,1,2,1,1.0,1.0,0.0,0.6099090742830849
1,1,2,9,1.0,1.0,0.0,0.6098511793751041
1,1,2,6,1.0,1.0,0.0,0.6089252949632405
1,1,2,5,1.0,1.0,0.0,0.6077157943449361
1,1,2,3,1.0,1.0,0.0,0.6070246473345542
1,1,2,2,1.0,1.0,0.0,0.6027074146905018
