num_training_pairs,n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
4,2,2,5,0.7987527775000013,1.0,0.8,0.8304859232205934
3,2,2,4,1.0,1.0,0.3,0.8304411849372848
4,2,2,6,0.7987527775000013,1.0,0.65,0.8304134237350134
4,2,2,6,0.7987527775000013,1.0,0.8,0.8303144535621622
4,2,2,4,0.7987527775000013,1.0,0.9,0.8302826468623079
3,2,2,2,1.0,1.0,0.2,0.8302579602706288
3,2,2,2,1.0,1.0,0.05,0.8302474789831111
3,2,2,4,1.0,1.0,0.4,0.8301870727969046
4,2,2,3,0.7987527775000013,1.0,0.95,0.8300557523822407
3,2,2,1,1.0,1.0,0.75,0.8299209429861768
3,2,2,4,1.0,1.0,0.1,0.8298536847389798
3,2,2,3,1.0,1.0,0.25,0.829809670153961
3,2,2,4,1.0,1.0,0.25,0.8296561336928895
3,2,2,1,1.0,1.0,0.65,0.8296456191200813
3,2,2,3,1.0,1.0,0.05,0.8295811512702944
3,2,2,5,1.0,1.0,0.3,0.8295366616031837
4,2,2,2,0.7987527775000013,1.0,0.9,0.8294094698486766
3,2,2,2,1.0,1.0,0.6,0.8291810071339991
3,2,2,5,1.0,1.0,0.05,0.829148867738754
3,2,2,5,1.0,1.0,0.15,0.829030764400659
3,2,2,9,1.0,1.0,0.15,0.8289689878330035
3,2,2,1,1.0,1.0,0.05,0.8288956856716014
4,2,2,2,0.7987527775000013,1.0,0.8,0.8288740814143105
3,2,2,4,1.0,1.0,0.05,0.8286933287816648
3,2,2,5,1.0,1.0,0.1,0.8286717473841404
3,2,2,9,1.0,1.0,0.2,0.8286552244916052
3,2,2,8,1.0,1.0,0.25,0.8286010804211588
3,2,2,1,1.0,1.0,0.15,0.8285661144088198
3,2,2,2,1.0,1.0,0.65,0.8285463087702686
3,2,2,10,1.0,1.0,0.25,0.8285423540828348
3,2,2,8,1.0,1.0,0.15,0.8284564024787491
3,2,2,5,1.0,1.0,0.35,0.8284548709745112
3,2,2,6,1.0,1.0,0.2,0.8284302972511891
4,2,2,1,0.7987527775000013,1.0,0.9,0.8284056949740631
3,2,2,6,1.0,1.0,0.05,0.8283995027179207
3,2,2,7,1.0,1.0,0.2,0.8283811950239215
3,2,2,7,1.0,1.0,0.15,0.8283486110665815
3,2,2,2,1.0,1.0,0.9,0.8283424323168963
3,2,2,3,1.0,1.0,0.65,0.8282522123655005
2,2,2,3,1.0,1.0,0.8,0.8282141741601553
3,2,2,3,1.0,1.0,0.75,0.8282137275395282
3,2,2,4,1.0,1.0,0.5,0.8281991140173333
3,2,2,1,1.0,1.0,0.6,0.8281961975965947
4,2,2,4,0.7987527775000013,1.0,0.95,0.8281710660608207
4,2,2,2,0.7987527775000013,1.0,1.0,0.8281511117382104
3,2,2,5,1.0,1.0,0.45,0.8281110673975499
3,2,2,5,1.0,1.0,0.4,0.828102340392738
3,2,2,6,1.0,1.0,0.15,0.8281014081440771
3,2,2,8,1.0,1.0,0.2,0.8281012918311684
3,2,2,10,1.0,1.0,0.3,0.8280980848655612
4,2,2,2,0.7987527775000013,1.0,0.85,0.8280854115974989
3,2,2,7,1.0,1.0,0.45,0.8280248831793343
3,2,2,4,1.0,1.0,0.45,0.8280181832638904
3,2,2,6,1.0,1.0,0.1,0.8279919929651421
3,2,2,10,1.0,1.0,0.15,0.8279787258456756
3,2,2,6,1.0,1.0,0.35,0.827967876054404
4,2,2,6,0.7987527775000013,1.0,0.95,0.8279661407119676
3,2,2,10,1.0,1.0,0.2,0.8279325213518822
4,2,2,9,0.7987527775000013,1.0,0.9,0.8277592691459242
3,2,2,9,1.0,1.0,0.25,0.8277525164856115
3,2,2,6,1.0,1.0,0.25,0.827514844248619
3,2,2,6,1.0,1.0,0.3,0.8274285430705192
3,2,2,10,1.0,1.0,0.1,0.8273569199880272
3,2,2,9,1.0,1.0,0.3,0.8273517035169947
4,2,2,2,0.7987527775000013,1.0,0.95,0.8273194257014996
4,2,2,7,0.7987527775000013,1.0,0.9,0.827263789518136
3,2,2,7,1.0,1.0,0.25,0.8272108537507279
3,2,2,8,1.0,1.0,0.1,0.8271370909159171
3,2,2,3,1.0,1.0,0.8,0.8270963737016235
3,2,2,4,1.0,1.0,0.65,0.8270925720710787
3,2,2,4,1.0,1.0,0.55,0.8270837658642615
3,2,2,7,1.0,1.0,0.1,0.8270304102531962
3,2,2,8,1.0,1.0,0.35,0.8269977546180048
3,2,2,2,1.0,1.0,0.85,0.8269742170449375
3,2,2,9,1.0,1.0,0.1,0.8269519847176569
3,2,2,10,1.0,1.0,0.35,0.8269435383017374
3,2,2,6,1.0,1.0,0.4,0.8269206216592963
3,2,2,2,1.0,1.0,0.8,0.8268232054393875
4,2,2,8,0.7987527775000013,1.0,1.0,0.8267681659032026
3,2,2,7,1.0,1.0,0.3,0.8267276397884095
3,2,2,5,1.0,1.0,0.5,0.8266891300980864
3,2,2,8,1.0,1.0,0.4,0.8265858831117775
3,2,2,2,1.0,1.0,0.7,0.8265592670821162
3,2,2,3,1.0,1.0,0.7,0.8265226931621322
4,2,2,8,0.7987527775000013,1.0,0.9,0.8264363190157715
3,2,2,7,1.0,1.0,0.35,0.82641108150367
3,2,2,2,1.0,1.0,0.75,0.8263645816354396
3,2,2,7,1.0,1.0,0.4,0.8263625503971044
3,2,2,6,1.0,1.0,0.45,0.826310727131087
3,2,2,3,1.0,1.0,0.9,0.8263060725401273
2,2,2,3,1.0,1.0,0.75,0.8262873720567168
3,2,2,4,1.0,1.0,0.85,0.8262072059067934
3,2,2,8,1.0,1.0,0.3,0.8261848286806035
3,2,2,3,1.0,1.0,1.0,0.8261495439998525
3,2,2,7,1.0,1.0,0.05,0.8260506578270794
4,2,2,1,0.7987527775000013,1.0,0.95,0.8260342533605538
4,2,2,4,0.7987527775000013,1.0,1.0,0.8259567163506867
3,2,2,4,1.0,1.0,0.7,0.8259222022052201
4,2,2,8,0.7987527775000013,1.0,0.95,0.8258098441943114
2,2,2,3,1.0,1.0,0.7,0.8258075080032067
3,2,2,4,1.0,1.0,0.6,0.8258003701603569
2,2,2,6,1.0,1.0,0.8,0.8257671819395563
3,2,2,9,1.0,1.0,0.35,0.8256893074428547
3,2,2,9,1.0,1.0,0.4,0.8256488188972335
3,2,2,4,1.0,1.0,0.9,0.8253463360606782
4,2,2,5,0.7987527775000013,1.0,0.95,0.8252267031859118
3,2,2,3,1.0,1.0,0.95,0.8251545252073261
3,2,2,5,1.0,1.0,0.85,0.8251445294281629
3,2,2,3,1.0,1.0,0.85,0.825143900415897
3,2,2,10,1.0,1.0,0.05,0.825085093447802
2,2,2,3,1.0,1.0,0.85,0.8250659566523719
3,2,2,4,1.0,1.0,0.8,0.8249975108453397
3,2,2,4,1.0,1.0,0.75,0.8248576605575224
3,2,2,4,1.0,1.0,0.95,0.8246850730163272
4,2,2,6,0.7987527775000013,1.0,1.0,0.8245221028355799
2,2,2,4,1.0,1.0,0.8,0.8243974460977196
3,2,2,9,1.0,1.0,0.05,0.8242734491834086
3,2,2,2,1.0,1.0,0.95,0.8241488562559814
3,2,2,10,1.0,1.0,0.4,0.8241388213197871
3,2,2,5,1.0,1.0,0.8,0.8239181904074188
4,2,2,7,0.7987527775000013,1.0,0.95,0.8238275322150267
2,2,2,5,1.0,1.0,0.85,0.8237370683119545
2,2,2,5,1.0,1.0,0.8,0.8236445648409868
4,2,2,7,0.7987527775000013,1.0,1.0,0.8235253950530073
3,2,2,5,1.0,1.0,0.55,0.8234901096562224
3,2,2,5,1.0,1.0,0.95,0.823405766019141
3,2,2,8,1.0,1.0,0.05,0.8232951115347499
3,2,2,5,1.0,1.0,0.75,0.8232128851320797
3,2,2,6,1.0,1.0,0.65,0.8229705491521443
3,2,2,5,1.0,1.0,0.9,0.822934469066424
2,2,2,8,1.0,1.0,0.75,0.8228591215452904
3,2,2,1,1.0,1.0,1.0,0.8228329309567602
2,2,2,6,1.0,1.0,0.75,0.8227847901196786
2,2,2,7,1.0,1.0,0.75,0.8227807686405393
3,2,2,2,1.0,1.0,1.0,0.8226973820269501
2,2,2,6,1.0,1.0,0.85,0.8226851558432514
2,2,2,3,1.0,1.0,0.9,0.8226818114718845
3,2,2,8,1.0,1.0,0.55,0.8225790595662769
3,2,2,6,1.0,1.0,0.95,0.8224592920852473
3,2,2,5,1.0,1.0,0.7,0.8224191566889772
2,2,2,10,1.0,1.0,0.75,0.8222562177480057
3,2,2,5,1.0,1.0,0.6,0.8222370040605804
3,2,2,6,1.0,1.0,0.55,0.8222255102598884
2,2,2,3,1.0,1.0,0.65,0.8221831836947017
2,2,2,9,1.0,1.0,0.9,0.8219461717537858
2,2,2,4,1.0,1.0,0.85,0.8218886201029179
3,2,2,8,1.0,1.0,0.85,0.821882630553406
3,2,2,5,1.0,1.0,0.65,0.8218633042302993
2,2,2,6,1.0,1.0,0.7,0.8218408001208094
2,2,2,4,1.0,1.0,0.6,0.8218376984557111
2,2,2,4,1.0,1.0,0.75,0.8218149819377093
2,2,2,9,1.0,1.0,0.8,0.8218024289273359
2,2,2,10,1.0,1.0,0.8,0.8217438020059193
3,2,2,8,1.0,1.0,0.9,0.8217022024549759
2,2,2,10,1.0,1.0,0.95,0.8216450100336636
3,2,2,7,1.0,1.0,0.5,0.8216328628872667
3,2,2,6,1.0,1.0,0.7,0.8215681522413502
3,2,2,6,1.0,1.0,0.5,0.8215581759492234
2,2,2,8,1.0,1.0,0.7,0.8215179132620393
2,2,2,7,1.0,1.0,0.7,0.8215105856955515
3,2,2,8,1.0,1.0,0.45,0.8214361752182123
2,2,2,6,1.0,1.0,0.65,0.8213835895995204
3,2,2,9,1.0,1.0,0.5,0.8212650215857932
3,2,2,8,1.0,1.0,0.95,0.821194201877449
2,2,2,10,1.0,1.0,0.9,0.8211512630706607
2,2,2,4,1.0,1.0,0.55,0.8211495495360379
2,2,2,8,1.0,1.0,0.8,0.8211433803255869
3,2,2,9,1.0,1.0,0.45,0.8210678700124349
3,2,2,7,1.0,1.0,0.55,0.8209342889828598
3,2,2,9,1.0,1.0,0.6,0.8209107737855125
2,2,2,7,1.0,1.0,0.6,0.820905418114941
3,2,2,8,1.0,1.0,0.7,0.8208762771674667
2,2,2,1,1.0,1.0,0.7,0.8208513252375802
3,2,2,8,1.0,1.0,0.8,0.8208269631854428
2,2,2,2,1.0,1.0,0.75,0.8207762907747407
3,2,2,6,1.0,1.0,0.9,0.8207383475284912
3,2,2,8,1.0,1.0,0.75,0.8207102137690042
2,2,2,4,1.0,1.0,0.9,0.8206891412282407
2,2,2,8,1.0,1.0,0.85,0.8206764780585672
3,2,2,10,1.0,1.0,0.45,0.8205915422925071
3,2,2,9,1.0,1.0,0.75,0.8205888603563609
2,2,2,7,1.0,1.0,0.8,0.8205388009152765
2,2,2,2,1.0,1.0,0.7,0.8205185078463376
2,2,2,3,1.0,1.0,0.55,0.8205109763875637
2,2,2,5,1.0,1.0,0.9,0.8205043414798487
3,2,2,9,1.0,1.0,0.8,0.8204816646174043
3,2,2,6,1.0,1.0,0.6,0.8204210454342963
2,2,2,3,1.0,1.0,0.6,0.8204201507839797
3,2,2,8,1.0,1.0,0.6,0.8203856719776083
2,2,2,9,1.0,1.0,0.85,0.8203814739183013
2,2,2,4,1.0,1.0,0.65,0.8203389911074458
3,2,2,4,1.0,1.0,1.0,0.8203282760177669
3,2,2,8,1.0,1.0,0.65,0.8202814193602137
3,2,2,6,1.0,1.0,0.85,0.8202523053376997
2,2,2,7,1.0,1.0,0.65,0.8202519679969615
2,2,2,10,1.0,1.0,0.85,0.820211252859455
3,2,2,10,1.0,1.0,0.5,0.8201967811268157
3,2,2,7,1.0,1.0,0.6,0.8200979151456905
2,2,2,3,1.0,1.0,0.45,0.819847195650138
2,2,2,6,1.0,1.0,0.9,0.8198411686858627
2,2,2,1,1.0,1.0,0.65,0.8197911873204747
3,2,2,9,1.0,1.0,0.65,0.8196852137271277
2,2,2,7,1.0,1.0,0.85,0.8196750782352105
2,2,2,2,1.0,1.0,0.8,0.8196748253741012
2,2,2,5,1.0,1.0,0.65,0.8196283281635516
4,2,2,3,0.7987527775000013,1.0,1.0,0.8196197384706959
3,2,2,8,1.0,1.0,0.5,0.8195646743997208
3,2,2,9,1.0,1.0,0.95,0.8194272083035646
2,2,2,8,1.0,1.0,0.6,0.8193672548390489
2,2,2,5,1.0,1.0,0.75,0.8192751713458571
2,2,2,5,1.0,1.0,0.7,0.8192258081543402
2,2,2,9,1.0,1.0,0.7,0.819222841374742
3,2,2,9,1.0,1.0,0.7,0.8192061899113963
3,2,2,7,1.0,1.0,0.95,0.8191859248405591
2,2,2,1,1.0,1.0,0.75,0.8191750403809982
3,2,2,7,1.0,1.0,0.75,0.8191574345029157
3,2,2,7,1.0,1.0,0.9,0.8191556538468366
2,2,2,5,1.0,1.0,0.6,0.8191158914486666
3,2,2,6,1.0,1.0,0.8,0.8190955707465878
2,2,2,4,1.0,1.0,0.5,0.8190727305580694
2,2,2,10,1.0,1.0,0.7,0.8190663514810476
3,2,2,6,1.0,1.0,0.75,0.819014929157247
3,2,2,7,1.0,1.0,0.7,0.8189950839446294
2,2,2,9,1.0,1.0,0.6,0.8189594921062406
2,2,2,8,1.0,1.0,0.9,0.8189141876681854
2,2,2,4,1.0,1.0,0.45,0.8188990173276895
2,2,2,1,1.0,1.0,0.55,0.8188516003189479
2,2,2,9,1.0,1.0,0.75,0.8188204450037847
3,2,2,10,1.0,1.0,0.75,0.8188182243391254
2,2,2,1,1.0,1.0,0.8,0.8188008055629349
3,2,2,7,1.0,1.0,0.65,0.818722425262013
3,2,2,7,1.0,1.0,0.8,0.8187157467407439
3,2,2,9,1.0,1.0,0.55,0.8186511349744511
2,2,2,3,1.0,1.0,0.4,0.8186342419177557
2,2,2,10,1.0,1.0,0.6,0.8186049472184377
3,2,2,10,1.0,1.0,0.8,0.8185615599141771
2,2,2,8,1.0,1.0,0.55,0.8184856931591921
2,2,2,9,1.0,1.0,0.55,0.8184783989493624
2,2,2,10,1.0,1.0,0.65,0.8184755518558167
2,2,2,7,1.0,1.0,0.55,0.8184673670218228
3,2,2,9,1.0,1.0,0.85,0.8184417049884052
3,2,2,9,1.0,1.0,1.0,0.8183849106831017
2,2,2,9,1.0,1.0,0.65,0.818285143848201
2,2,2,6,1.0,1.0,0.6,0.8182421430786918
2,2,2,4,1.0,1.0,0.7,0.8181383231077446
3,2,2,7,1.0,1.0,0.85,0.8181254905359197
3,2,2,9,1.0,1.0,0.9,0.8179165919666763
2,2,2,3,1.0,1.0,0.5,0.8178959095555886
2,2,2,3,1.0,1.0,0.95,0.8178676839305373
3,2,2,10,1.0,1.0,1.0,0.8178550209571396
2,2,2,1,1.0,1.0,0.6,0.8178154597240985
2,2,2,5,1.0,1.0,0.55,0.8177525526218904
2,2,2,8,1.0,1.0,0.65,0.8176875552500226
2,2,2,10,1.0,1.0,0.55,0.8176072490393306
2,2,2,9,1.0,1.0,0.95,0.8175199939556181
2,2,2,4,1.0,1.0,0.95,0.8173636415792764
2,2,2,6,1.0,1.0,0.95,0.8172778561777285
2,2,2,5,1.0,1.0,0.95,0.8171487584879262
3,2,2,10,1.0,1.0,0.85,0.8171430471391748
3,2,2,10,1.0,1.0,0.7,0.8170298250343279
3,2,2,10,1.0,1.0,0.65,0.8170297613580116
2,2,2,7,1.0,1.0,0.9,0.8170191320990297
3,2,2,10,1.0,1.0,0.9,0.8169915022595725
2,2,2,3,1.0,1.0,0.3,0.8167684397643393
4,2,2,5,0.7987527775000013,1.0,1.0,0.8165774950657705
3,2,2,10,1.0,1.0,0.55,0.8165608612338121
2,2,2,3,1.0,1.0,0.35,0.8164033974666342
2,2,2,8,1.0,1.0,0.5,0.8157474570255356
2,2,2,2,1.0,1.0,0.65,0.8157378209145657
3,2,2,10,1.0,1.0,0.6,0.8156093012626019
2,2,2,1,1.0,1.0,0.5,0.8154768131586613
3,2,2,8,1.0,1.0,1.0,0.8154731788330051
4,2,2,1,0.7987527775000013,1.0,1.0,0.8153367629270225
2,2,2,2,1.0,1.0,0.55,0.8152923454630583
2,2,2,5,1.0,1.0,0.1,0.8150979626000318
2,2,2,6,1.0,1.0,0.55,0.8150973654393562
2,2,2,6,1.0,1.0,0.5,0.8149994228006548
2,2,2,3,1.0,1.0,0.1,0.8149572295629525
2,2,2,1,1.0,1.0,0.45,0.8147763540226324
2,2,2,4,1.0,1.0,0.4,0.8147320844188914
3,2,2,10,1.0,1.0,0.95,0.8144442756615133
2,2,2,6,1.0,1.0,0.45,0.8143588481159433
2,2,2,6,1.0,1.0,0.15,0.8143578898057667
2,2,2,1,1.0,1.0,0.85,0.8143239550271002
2,2,2,7,1.0,1.0,0.5,0.8142997680374553
2,2,2,1,1.0,1.0,0.4,0.8142563354548422
2,2,2,4,1.0,1.0,0.1,0.8141852338912663
3,2,2,5,1.0,1.0,1.0,0.8141142817211625
2,2,2,5,1.0,1.0,0.45,0.813988639552143
2,2,2,3,1.0,1.0,0.25,0.8139757623879991
2,2,2,2,1.0,1.0,0.15,0.8139582408084437
2,2,2,7,1.0,1.0,0.95,0.813537958530325
2,2,2,5,1.0,1.0,0.15,0.8134990819496946
2,2,2,5,1.0,1.0,0.5,0.8133937521947757
2,2,2,2,1.0,1.0,0.45,0.8133794008448793
2,2,2,7,1.0,1.0,0.45,0.8133105143343216
2,2,2,9,1.0,1.0,0.5,0.81305671063335
2,2,2,2,1.0,1.0,0.6,0.812947486592872
2,2,2,10,1.0,1.0,0.15,0.8127297302690442
2,2,2,4,1.0,1.0,0.15,0.8126950641405637
2,2,2,8,1.0,1.0,0.95,0.8126573674479566
2,2,2,2,1.0,1.0,0.4,0.8125917612477179
2,2,2,9,1.0,1.0,0.15,0.8125341856025552
2,2,2,1,1.0,1.0,0.35,0.812493884744515
2,2,2,2,1.0,1.0,0.1,0.812311182820998
2,2,2,10,1.0,1.0,0.5,0.8122887493416434
2,2,2,2,1.0,1.0,0.5,0.8122272441260605
2,2,2,2,1.0,1.0,0.35,0.812082117134109
2,2,2,2,1.0,1.0,0.9,0.8120494750039288
2,2,2,3,1.0,1.0,0.15,0.8120165166766178
2,2,2,7,1.0,1.0,0.15,0.8119964894298527
2,2,2,4,1.0,1.0,0.3,0.8118038024941993
2,2,2,6,1.0,1.0,0.1,0.8117718578491068
2,2,2,1,1.0,1.0,0.15,0.8115118355170837
2,2,2,1,1.0,1.0,0.9,0.8114880693214014
2,2,2,4,1.0,1.0,0.35,0.811461341451209
2,2,2,1,1.0,1.0,0.1,0.8114583473660603
3,2,2,6,1.0,1.0,1.0,0.8114133317146026
2,2,2,8,1.0,1.0,0.15,0.8110029829042514
3,2,2,7,1.0,1.0,1.0,0.8109078343561391
2,2,2,2,1.0,1.0,0.85,0.8107903017752874
2,2,2,10,1.0,1.0,0.2,0.8107349416050775
2,2,2,3,1.0,1.0,0.2,0.8106942758500274
2,2,2,5,1.0,1.0,0.4,0.8105707885517904
2,2,2,7,1.0,1.0,0.1,0.810230150614618
2,2,2,8,1.0,1.0,0.45,0.8101634162264146
2,2,2,2,1.0,1.0,0.3,0.8101084706153356
2,2,2,2,1.0,1.0,0.95,0.8100432333811218
2,2,2,2,1.0,1.0,0.25,0.8097485757526334
2,2,2,5,1.0,1.0,0.2,0.8096799711151993
2,2,2,2,1.0,1.0,0.2,0.8095095515324731
2,2,2,9,1.0,1.0,0.2,0.8094896624075701
2,2,2,4,1.0,1.0,0.25,0.8093715498877049
2,2,2,1,1.0,1.0,0.2,0.8093016472672738
2,2,2,4,1.0,1.0,0.05,0.8091304509195599
2,2,2,1,1.0,1.0,0.3,0.8088707039236523
2,2,2,9,1.0,1.0,0.45,0.8088532658423849
2,2,2,5,1.0,1.0,0.35,0.8087602989183386
2,2,2,8,1.0,1.0,0.2,0.8085028136294813
2,2,2,1,1.0,1.0,0.25,0.8083703763166542
2,2,2,3,1.0,1.0,0.05,0.8082782159426251
2,2,2,10,1.0,1.0,0.4,0.8082594231907538
2,2,2,7,1.0,1.0,0.4,0.8082382023809128
2,2,2,10,1.0,1.0,0.45,0.8082237518762142
2,2,2,2,1.0,1.0,0.05,0.8081375094184918
2,2,2,6,1.0,1.0,0.4,0.8078656639739439
2,2,2,8,1.0,1.0,0.4,0.8076715198668639
2,2,2,5,1.0,1.0,0.3,0.8076075618651399
2,2,2,5,1.0,1.0,0.25,0.8076045073341281
2,2,2,4,1.0,1.0,0.2,0.8072390054903111
2,2,2,1,1.0,1.0,0.05,0.8072108795246704
2,2,2,9,1.0,1.0,0.25,0.8071437800513982
2,2,2,1,1.0,1.0,0.95,0.8070819255220635
2,2,2,8,1.0,1.0,0.1,0.8068820835631033
2,2,2,9,1.0,1.0,1.0,0.806761130711485
2,2,2,7,1.0,1.0,0.2,0.8063513961420732
2,2,2,10,1.0,1.0,1.0,0.806328292291231
2,2,2,9,1.0,1.0,0.4,0.8061266283877461
2,2,2,6,1.0,1.0,0.2,0.8060203295822905
2,2,2,10,1.0,1.0,0.25,0.8058785829858826
2,2,2,7,1.0,1.0,0.3,0.8056536030082795
2,2,2,9,1.0,1.0,0.35,0.805651371135039
2,2,2,8,1.0,1.0,0.25,0.805497554713033
2,2,2,10,1.0,1.0,0.35,0.8054372043193251
2,2,2,9,1.0,1.0,0.3,0.8053944817219595
2,2,2,10,1.0,1.0,0.3,0.8052443024412665
2,2,2,9,1.0,1.0,0.1,0.80523153626471
2,2,2,6,1.0,1.0,1.0,0.8052041476486365
2,2,2,7,1.0,1.0,0.35,0.8051795171758277
2,2,2,6,1.0,1.0,0.25,0.8051283286379614
2,2,2,8,1.0,1.0,0.35,0.8051163600819266
2,2,2,6,1.0,1.0,0.3,0.8049301593627769
2,2,2,7,1.0,1.0,0.25,0.8045247909107737
2,2,2,5,1.0,1.0,1.0,0.8044801834654393
2,2,2,7,1.0,1.0,1.0,0.8043669924138285
2,2,2,2,1.0,1.0,1.0,0.8043042252961544
2,2,2,8,1.0,1.0,0.3,0.8041652957897908
2,2,2,6,1.0,1.0,0.35,0.8041347245766285
2,2,2,5,1.0,1.0,0.05,0.8036704429872942
2,2,2,8,1.0,1.0,1.0,0.803534775102727
2,2,2,10,1.0,1.0,0.1,0.8032677064611932
2,2,2,4,1.0,1.0,1.0,0.8032642910244402
2,2,2,3,1.0,1.0,1.0,0.8020147675846275
2,2,2,6,1.0,1.0,0.05,0.8010565824430104
2,2,2,7,1.0,1.0,0.05,0.7970431148187848
2,2,2,8,1.0,1.0,0.05,0.7930285844717536
2,2,2,9,1.0,1.0,0.05,0.7927219270101917
2,2,2,10,1.0,1.0,0.05,0.7914664467217933
5,2,2,1,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,2,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,3,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,4,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,5,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,6,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,7,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,8,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,9,0.7201751135000012,1.0,0.0,0.7859448646413216
5,2,2,10,0.7201751135000012,1.0,0.0,0.7859448646413216
2,2,2,1,1.0,1.0,1.0,0.7855111701111752
1,1,2,3,1.0,1.0,0.55,0.7808907858132034
1,1,2,3,1.0,1.0,0.5,0.7808511162736114
1,1,2,9,1.0,1.0,0.7,0.7801679834693388
1,1,2,10,1.0,1.0,0.8,0.7801300853049389
1,1,2,9,1.0,1.0,0.75,0.779835743657941
1,1,2,9,1.0,1.0,0.65,0.7796219636767167
1,1,2,3,1.0,1.0,0.45,0.779515996922205
1,1,2,2,1.0,1.0,0.45,0.7793059243032696
1,1,2,9,1.0,1.0,0.8,0.7791377622712048
1,1,2,2,1.0,1.0,0.5,0.778805970889823
1,1,2,3,1.0,1.0,0.6,0.7787617463855891
1,1,2,9,1.0,1.0,0.85,0.7787514736377632
1,1,2,10,1.0,1.0,0.75,0.7784766185388355
1,1,2,10,1.0,1.0,0.9,0.778454054497966
1,1,2,10,1.0,1.0,0.55,0.7782296568960507
1,1,2,3,1.0,1.0,0.4,0.7781018821635944
1,1,2,10,1.0,1.0,0.85,0.7780146234434959
1,1,2,9,1.0,1.0,0.9,0.7777260874400093
1,1,2,2,1.0,1.0,0.55,0.777545667826295
1,1,2,8,1.0,1.0,0.65,0.7773787362662278
1,1,2,10,1.0,1.0,0.65,0.7772874640811087
1,1,2,8,1.0,1.0,0.7,0.7772347059152359
1,1,2,2,1.0,1.0,0.6,0.7771532347518889
1,1,2,10,1.0,1.0,0.7,0.7771202552398719
1,1,2,2,1.0,1.0,0.4,0.7770876984262137
1,1,2,3,1.0,1.0,0.65,0.7769682320510839
1,1,2,10,1.0,1.0,0.95,0.7762389507959512
1,1,2,1,1.0,1.0,0.55,0.7760142356270354
1,1,2,8,1.0,1.0,0.75,0.7759520010186053
1,1,2,2,1.0,1.0,0.65,0.7757607076906538
1,1,2,8,1.0,1.0,0.8,0.7755386786934959
1,1,2,9,1.0,1.0,0.95,0.7755340395021216
1,1,2,10,1.0,1.0,0.6,0.7752023482699878
1,1,2,3,1.0,1.0,0.35,0.7751766051456003
1,1,2,8,1.0,1.0,0.6,0.7751070207032243
1,1,2,3,1.0,1.0,0.7,0.775092744900603
1,1,2,9,1.0,1.0,0.6,0.7750693564028701
1,1,2,9,1.0,1.0,0.55,0.7749460664727762
1,1,2,1,1.0,1.0,0.4,0.7748936317724379
1,1,2,3,1.0,1.0,0.3,0.7748383334429695
1,1,2,1,1.0,1.0,0.45,0.7748240425999414
1,1,2,10,1.0,1.0,0.5,0.7745482119632717
1,1,2,8,1.0,1.0,0.55,0.7744237085960003
1,1,2,1,1.0,1.0,0.5,0.7742539267783509
1,1,2,5,1.0,1.0,0.6,0.7741940795744325
1,1,2,3,1.0,1.0,0.75,0.7740635491889705
1,1,2,5,1.0,1.0,0.55,0.7739505433454845
1,1,2,3,1.0,1.0,0.8,0.7739158556794442
1,1,2,8,1.0,1.0,0.85,0.7738625961220892
1,1,2,2,1.0,1.0,0.7,0.7737413061981676
1,1,2,1,1.0,1.0,0.6,0.7737405359558941
1,1,2,8,1.0,1.0,0.9,0.7735358625944155
1,1,2,2,1.0,1.0,0.35,0.773519460327595
1,1,2,9,1.0,1.0,0.45,0.7731608673497169
1,1,2,9,1.0,1.0,0.4,0.7731151090762474
1,1,2,5,1.0,1.0,0.65,0.7729680880374988
1,1,2,5,1.0,1.0,0.5,0.7729263486239925
1,1,2,10,1.0,1.0,0.4,0.772925316732792
1,1,2,4,1.0,1.0,0.45,0.7723475548091941
1,1,2,4,1.0,1.0,0.55,0.7719346849505981
1,1,2,9,1.0,1.0,0.5,0.7717695861771486
1,1,2,1,1.0,1.0,0.35,0.7716951854307755
1,1,2,1,1.0,1.0,0.65,0.7715288999605328
1,1,2,2,1.0,1.0,0.3,0.7714936776233264
1,1,2,10,1.0,1.0,0.45,0.7714701191948
1,1,2,1,1.0,1.0,0.3,0.7713859735369518
1,1,2,2,1.0,1.0,0.75,0.7711669202114942
1,1,2,7,1.0,1.0,0.55,0.7711128304615589
1,1,2,5,1.0,1.0,0.7,0.7710981475391925
1,1,2,9,1.0,1.0,0.35,0.7708600456974537
1,1,2,7,1.0,1.0,0.65,0.7707341325091213
1,1,2,7,1.0,1.0,0.5,0.770038132952838
1,1,2,2,1.0,1.0,0.8,0.7699600977772045
1,1,2,10,1.0,1.0,1.0,0.7699003849061211
1,1,2,3,1.0,1.0,0.25,0.7696808118072086
1,1,2,8,1.0,1.0,0.5,0.7694539678769351
1,1,2,4,1.0,1.0,0.5,0.7694261005315085
