n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
2,2,2,0.6104678495000011,1.0,0.05,0.8581202976565626
2,2,1,0.6104678495000011,1.0,0.05,0.8579528992432036
2,2,5,0.6104678495000011,1.0,0.05,0.8560996162185319
2,2,7,0.6104678495000011,1.0,0.1,0.8558361475782263
2,2,4,0.6104678495000011,1.0,0.05,0.8544572808075934
2,2,9,0.6104678495000011,1.0,0.1,0.8540385191899531
2,2,3,0.6104678495000011,1.0,0.05,0.8540277197334605
2,2,6,0.6104678495000011,1.0,0.1,0.8538939364867233
2,2,10,0.6104678495000011,1.0,0.1,0.8538823881800733
2,2,8,0.6104678495000011,1.0,0.1,0.8538380765780753
2,2,6,0.6104678495000011,1.0,0.05,0.8537790232528593
2,2,9,0.6104678495000011,1.0,0.05,0.8534620456119472
2,2,8,0.6104678495000011,1.0,0.05,0.8532971765007168
2,2,7,0.6104678495000011,1.0,0.05,0.8520017573916989
2,2,10,0.6104678495000011,1.0,0.05,0.8510514332530492
2,2,1,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,2,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,3,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,4,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,5,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,6,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,7,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,8,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,9,0.6104678495000011,1.0,0.0,0.8090421252001844
2,2,10,0.6104678495000011,1.0,0.0,0.8090421252001844
