n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
2,2,4,0.618332169500001,1.0,0.15,0.8716690599422564
2,2,4,0.618332169500001,1.0,0.1,0.8710810347570371
2,2,5,0.618332169500001,1.0,0.15,0.8702337943925232
2,2,3,0.618332169500001,1.0,0.1,0.8701668642755486
2,2,10,0.618332169500001,1.0,0.1,0.8696168471125266
2,2,7,0.618332169500001,1.0,0.15,0.8694509547735868
2,2,9,0.618332169500001,1.0,0.1,0.8692585097331268
2,2,8,0.618332169500001,1.0,0.15,0.8687522030916882
2,2,2,0.618332169500001,1.0,0.15,0.8685288869540602
2,2,8,0.618332169500001,1.0,0.1,0.8676683645350047
2,2,5,0.618332169500001,1.0,0.1,0.8676478146083948
2,2,10,0.618332169500001,1.0,0.05,0.8675579899935987
2,2,7,0.618332169500001,1.0,0.1,0.867010491363302
2,2,1,0.618332169500001,1.0,0.1,0.8669588221035276
2,2,2,0.618332169500001,1.0,0.1,0.8668445639570254
2,2,6,0.618332169500001,1.0,0.05,0.8666841322814335
2,2,9,0.618332169500001,1.0,0.05,0.8661815655223611
2,2,2,0.618332169500001,1.0,0.05,0.8660523395454733
2,2,1,0.618332169500001,1.0,0.05,0.8651118021949642
2,2,5,0.618332169500001,1.0,0.05,0.8643412177493957
2,2,7,0.618332169500001,1.0,0.05,0.8638642304707208
2,2,3,0.618332169500001,1.0,0.05,0.8633979191501364
2,2,8,0.618332169500001,1.0,0.05,0.862896710425087
2,2,4,0.618332169500001,1.0,0.05,0.8624980020461692
2,2,1,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,2,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,3,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,4,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,5,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,6,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,7,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,8,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,9,0.618332169500001,1.0,0.0,0.8063454652873868
2,2,10,0.618332169500001,1.0,0.0,0.8063454652873868
