n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
1,1,4,0.15,0.15,0.1,0.8577921377060608
1,1,6,0.45,0.05,0.05,0.8577919843451742
1,1,10,0.55,0.25,0.05,0.8577911668393012
1,1,10,0.9,0.45,0.15,0.8577906242464728
1,2,4,0.8,0.85,0.05,0.8577902120066669
2,2,1,0.15,0.4,0.1,0.8577897872083885
1,2,10,0.85,0.6,0.05,0.8577889751858899
1,2,10,0.9,0.6,0.05,0.8577889751858899
2,1,8,0.2,0.15,0.1,0.8577879908386411
1,1,7,0.75,0.4,0.1,0.8577878428570472
1,1,7,0.8,0.4,0.1,0.8577878428570472
1,2,10,0.65,0.5,0.05,0.857787789974503
1,1,6,0.45,0.25,0.1,0.8577877123710497
1,2,5,0.8,0.85,0.05,0.8577865648467334
2,1,8,0.1,0.1,0.05,0.8577857550218371
1,1,1,0.95,0.1,0.1,0.8577856159021605
1,1,8,0.9,0.1,0.05,0.8577854551660165
1,2,2,0.25,0.45,0.05,0.8577845792970039
1,1,6,0.3,0.2,0.1,0.8577843591941567
2,2,2,0.25,0.35,0.15,0.8577842557568721
1,2,4,0.15,0.65,0.05,0.8577841446927487
1,2,4,0.5,0.45,0.05,0.8577839129724527
2,2,2,0.4,0.5,0.1,0.8577815789694386
1,2,6,0.6,0.45,0.1,0.857781293420237
1,2,4,0.5,0.5,0.05,0.8577808682763134
1,2,4,0.3,0.7,0.05,0.8577801478069568
1,2,5,0.85,0.85,0.05,0.8577789122330873
1,2,5,0.9,0.9,0.05,0.8577789122330873
1,2,1,0.3,0.6,0.05,0.8577781490861494
1,2,6,0.75,0.95,0.05,0.857777929758303
1,2,6,0.4,0.4,0.05,0.8577768936971266
1,2,8,0.65,0.8,0.05,0.8577767097350254
2,1,10,0.95,0.35,0.25,0.8577760584675739
1,2,6,0.55,0.45,0.1,0.8577742244657998
1,1,5,0.15,0.2,0.05,0.8577736333040612
1,2,9,1.0,0.8,0.05,0.8577731466267574
1,1,3,0.85,0.3,0.1,0.8577722870098147
1,2,4,0.85,0.5,0.05,0.8577721995223094
2,1,2,0.1,0.05,0.2,0.8577721781631787
1,2,2,0.25,0.25,0.1,0.8577717574845869
1,2,10,1.0,0.7,0.05,0.8577708423113072
2,2,2,0.3,0.25,0.45,0.8577706799875079
1,1,3,0.9,0.3,0.1,0.8577705802703607
1,1,3,0.9,0.2,0.2,0.8577691140100875
1,2,1,0.7,0.55,0.05,0.8577687438701973
1,1,8,0.7,0.2,0.05,0.8577682470573674
1,2,9,1.0,0.45,0.05,0.8577678928744065
1,1,8,1.0,0.65,0.1,0.8577668130701144
2,2,1,0.15,0.45,0.1,0.8577665529000275
1,2,7,0.7,0.9,0.05,0.8577660335196999
1,2,7,0.75,0.95,0.05,0.8577660335196999
2,1,4,0.2,0.1,0.25,0.8577660070263514
1,2,10,0.95,0.45,0.05,0.8577659074866029
1,1,7,0.9,0.05,0.05,0.8577655563274209
2,2,4,0.15,0.7,0.05,0.8577650667312388
1,2,8,0.75,0.85,0.05,0.8577646231769348
2,1,9,0.1,0.1,0.05,0.8577635492104493
1,1,10,0.45,0.05,0.05,0.8577629351456403
1,1,6,0.05,0.05,0.1,0.8577625534737845
1,2,4,0.3,0.75,0.05,0.8577625485398687
1,2,6,0.7,0.9,0.05,0.8577624072899503
1,2,3,0.25,0.45,0.1,0.8577621693254562
1,2,10,0.7,0.5,0.05,0.8577620851223898
1,1,3,0.85,0.15,0.2,0.8577618712993856
2,1,6,0.3,0.25,0.15,0.8577608333139908
2,2,4,0.25,0.5,0.05,0.857760576429252
1,2,3,0.5,0.4,0.05,0.857760424626792
1,2,8,0.05,0.25,0.05,0.8577575271884539
1,1,7,0.7,0.75,0.05,0.8577573220282779
1,2,3,0.25,1.0,0.05,0.8577569148635913
2,1,6,0.4,0.2,0.3,0.8577559700231793
1,2,2,0.45,0.5,0.1,0.8577551252999308
1,2,1,0.65,0.5,0.05,0.8577544992526979
2,1,10,0.35,0.1,0.15,0.8577543798804108
1,2,10,0.9,0.45,0.05,0.8577542192569371
1,2,10,0.95,0.5,0.05,0.8577542192569371
1,2,5,0.35,0.55,0.05,0.8577538645137779
1,1,9,0.35,0.3,0.1,0.8577531318206281
1,1,4,0.65,0.05,0.05,0.8577526493330029
1,2,5,0.15,0.4,0.1,0.857752255251613
1,1,10,0.55,0.1,0.05,0.8577516925416221
1,1,5,0.8,0.4,0.05,0.8577516613779576
1,2,2,0.4,0.95,0.1,0.8577515051095039
2,2,4,0.1,0.25,0.1,0.8577513498600953
1,1,6,0.65,0.05,0.05,0.8577512941133761
1,1,10,0.9,0.5,0.15,0.8577509307191286
1,2,6,0.25,0.7,0.05,0.85775050768027
1,1,8,0.2,0.25,0.1,0.8577497370520558
1,1,9,0.35,0.35,0.1,0.8577494876482763
2,1,10,0.5,0.25,0.25,0.8577487729055209
1,2,3,0.25,0.95,0.05,0.8577482675053741
1,1,8,0.8,0.45,0.1,0.8577473245217645
1,1,5,0.15,0.05,0.05,0.8577471135834428
1,2,4,0.5,0.4,0.05,0.8577470450981062
1,1,5,0.55,0.05,0.05,0.8577459828302079
1,1,7,0.5,0.35,0.1,0.8577452417591909
1,1,10,0.95,0.45,0.15,0.8577451977523555
1,2,6,0.95,0.65,0.05,0.857745065705067
1,2,6,1.0,0.65,0.05,0.857745065705067
2,2,1,0.2,0.3,0.1,0.8577449389384004
2,2,4,0.1,0.85,0.05,0.8577446704333355
1,2,9,0.9,0.7,0.05,0.8577445732983272
1,1,6,0.1,0.2,0.05,0.8577441798471608
1,1,6,0.95,0.4,0.1,0.8577433891801564
1,1,7,0.4,0.3,0.15,0.8577432540510833
2,1,10,0.6,0.25,0.25,0.8577429742694592
1,2,5,0.3,0.4,0.1,0.8577416810662344
1,2,9,0.9,0.8,0.05,0.857740992918807
1,2,5,0.55,0.8,0.05,0.8577401960570104
1,2,7,0.5,0.55,0.05,0.857740174458103
1,1,6,0.5,0.45,0.05,0.8577399273404457
1,1,1,0.8,0.1,0.1,0.8577396315088872
1,2,1,0.15,0.4,0.1,0.8577388727424707
1,2,4,0.7,0.6,0.05,0.8577388473507481
1,1,5,0.55,0.5,0.05,0.8577387141286863
1,2,2,0.2,0.45,0.05,0.8577382641653617
1,1,10,0.95,0.5,0.15,0.8577381400458075
1,1,10,1.0,0.5,0.15,0.8577381400458075
1,2,8,0.65,0.5,0.05,0.8577377938304044
1,2,9,0.9,0.75,0.05,0.8577375043438901
1,2,2,0.05,0.3,0.05,0.8577365946193799
1,1,6,0.25,0.3,0.05,0.8577364032413834
1,2,5,0.1,0.45,0.05,0.8577361894842487
1,2,8,0.1,0.5,0.05,0.8577361319336398
1,2,4,0.65,0.6,0.1,0.8577358034368746
1,2,5,0.55,0.9,0.05,0.8577346706390928
1,1,2,1.0,0.15,0.05,0.8577334437092349
1,1,10,0.4,0.4,0.1,0.8577330291597417
1,2,9,0.95,0.7,0.05,0.8577323945137701
1,2,1,0.35,0.5,0.05,0.8577314429408204
1,2,5,0.65,0.95,0.05,0.8577313560999479
2,2,7,0.05,0.25,0.05,0.8577306715840469
1,2,2,0.45,0.4,0.05,0.8577283464510027
1,1,8,0.5,0.35,0.1,0.8577274074586295
1,2,10,0.85,0.55,0.05,0.8577265801107072
1,2,10,0.9,0.55,0.05,0.8577265801107072
1,2,10,0.95,0.6,0.05,0.8577265801107072
1,1,7,0.95,0.5,0.1,0.8577260516181459
1,1,7,1.0,0.5,0.1,0.8577260516181459
1,1,10,0.35,0.4,0.1,0.8577258527565755
1,1,10,0.6,0.1,0.05,0.8577252909235301
1,1,6,0.2,0.25,0.05,0.8577252464175026
1,2,5,0.55,0.5,0.1,0.8577244982860657
1,1,7,0.1,0.1,0.1,0.8577241989386365
1,2,9,0.95,0.8,0.05,0.857724149222763
2,2,5,0.25,0.7,0.05,0.8577240718843975
2,1,7,0.3,0.2,0.2,0.8577223049412918
1,1,8,0.85,0.45,0.1,0.8577217038117977
1,2,10,0.95,0.65,0.05,0.8577216823446934
1,2,9,0.95,0.45,0.05,0.8577210889184826
1,2,9,0.95,0.75,0.05,0.8577206606478457
1,2,5,0.35,0.6,0.05,0.8577205695420425
1,2,3,0.25,0.9,0.05,0.8577201733066868
1,1,9,0.05,0.2,0.05,0.8577199509776189
1,1,10,0.65,0.25,0.05,0.8577197658940922
1,2,3,0.35,0.75,0.05,0.8577181413170656
1,2,10,1.0,0.65,0.05,0.8577175256823992
1,1,8,0.55,0.2,0.05,0.8577174098420007
1,2,1,0.3,0.25,0.15,0.8577170393336083
1,1,9,0.75,0.5,0.1,0.8577168381324688
1,2,1,0.45,0.35,0.1,0.8577143167043523
1,2,5,0.55,0.6,0.05,0.8577136814263903
1,2,1,0.45,0.25,0.2,0.8577131008226732
2,1,5,0.25,0.15,0.2,0.8577117094480602
1,1,8,0.9,0.05,0.05,0.8577115012528403
1,1,2,0.9,0.1,0.1,0.8577097972195171
1,2,7,0.75,0.9,0.05,0.8577096359024082
1,2,7,0.8,0.95,0.05,0.8577096359024082
1,2,2,0.2,0.4,0.05,0.8577085175388867
1,1,7,0.6,0.6,0.05,0.8577083547694052
1,2,6,0.9,0.6,0.05,0.8577081828269346
1,2,6,0.95,0.6,0.05,0.8577081828269346
1,2,6,1.0,0.6,0.05,0.8577081828269346
1,2,4,0.55,0.5,0.05,0.8577081474136712
2,1,6,0.95,0.1,0.1,0.8577081333510695
1,2,2,0.3,0.45,0.05,0.8577078828715091
1,2,6,0.35,0.45,0.1,0.8577078361767959
1,1,10,1.0,0.55,0.15,0.8577065341977453
2,1,4,1.0,0.05,0.15,0.8577058755973191
1,1,7,0.65,0.25,0.05,0.8577045985982502
1,2,2,0.5,0.4,0.1,0.8577039458683082
2,1,1,0.05,0.05,0.05,0.8577037937804084
1,2,8,0.2,0.45,0.1,0.8577035485100015
1,2,6,0.65,0.9,0.05,0.8577034894141571
1,2,6,0.7,0.95,0.05,0.8577034894141571
1,1,3,0.95,0.2,0.2,0.857702991980023
2,2,7,0.15,0.65,0.05,0.8577021407842992
1,1,9,0.4,0.05,0.05,0.8577020517210185
1,2,7,0.3,0.45,0.1,0.857701443206184
1,2,4,0.75,0.55,0.05,0.857700757207068
1,2,4,0.3,0.8,0.05,0.857699445567773
1,2,1,0.35,0.25,0.15,0.8576986944202857
1,1,2,0.85,0.1,0.1,0.8576976172127075
1,2,1,0.35,0.35,0.05,0.8576967295907133
2,1,10,0.55,0.15,0.2,0.8576963721593798
1,1,6,0.9,0.3,0.1,0.8576958969707457
1,2,9,0.95,0.65,0.05,0.8576954239081332
1,1,8,0.7,0.25,0.05,0.8576947520746001
1,1,5,1.0,0.25,0.05,0.857694340991049
2,1,10,0.35,0.15,0.05,0.8576942622640172
1,1,4,0.45,0.15,0.1,0.8576941638903597
1,2,1,0.7,0.4,0.1,0.8576940115725554
1,1,6,0.6,0.15,0.05,0.8576932424328864
2,1,2,0.85,0.05,0.25,0.8576927121531208
2,2,5,0.4,0.95,0.05,0.8576913452781495
2,1,2,0.05,0.05,0.05,0.8576908386801693
2,2,4,0.4,0.6,0.1,0.8576900359281774
2,2,4,0.4,0.65,0.1,0.8576900359281774
1,1,2,0.75,0.1,0.1,0.8576896559920613
1,2,4,0.45,0.4,0.05,0.8576893591731746
1,2,7,0.75,1.0,0.05,0.8576888654816998
1,1,1,0.75,0.1,0.1,0.8576884876460511
1,1,7,0.95,0.3,0.1,0.8576873755544
1,2,2,0.5,0.45,0.05,0.85768716335283
1,2,6,0.7,0.8,0.05,0.857687074270211
1,1,6,0.75,0.75,0.05,0.8576868950444364
2,1,10,0.8,0.1,0.15,0.8576865075889898
2,2,3,0.2,0.95,0.05,0.8576850965411226
1,1,5,1.0,0.3,0.05,0.8576849950726332
1,2,1,0.2,0.25,0.05,0.8576845720824781
1,2,4,0.6,0.55,0.05,0.8576843359709595
1,2,5,0.6,0.75,0.05,0.8576840527223032
1,2,4,0.9,0.5,0.05,0.8576837088461982
2,2,4,0.25,0.7,0.05,0.8576823045896568
1,2,4,0.25,0.3,0.05,0.8576819526185754
2,1,4,0.15,0.1,0.1,0.8576803134428005
1,2,7,0.7,0.5,0.05,0.8576793423685459
1,2,4,0.65,0.55,0.05,0.8576792204875423
1,2,7,0.65,0.85,0.05,0.8576785501320304
1,1,7,0.3,0.3,0.1,0.8576784975638836
2,1,5,0.75,0.05,0.2,0.857678394641929
1,1,7,0.65,0.35,0.15,0.8576777585420665
2,2,4,0.1,0.9,0.05,0.8576755954827318
1,2,5,0.5,0.5,0.1,0.857675249843212
1,2,6,0.85,0.95,0.05,0.8576749877306878
2,1,6,0.6,0.25,0.3,0.8576745340102157
2,1,6,0.85,0.1,0.1,0.8576744738569833
1,1,10,0.2,0.05,0.05,0.8576737715818735
1,1,7,0.6,0.4,0.1,0.8576728008594622
1,1,4,0.05,0.05,0.1,0.8576722962670521
1,1,5,0.35,0.3,0.1,0.8576719602151943
1,1,8,0.6,0.5,0.1,0.8576716323195933
1,1,1,0.85,0.15,0.05,0.8576707986777808
2,1,10,0.2,0.15,0.05,0.857670386979129
1,2,1,0.75,0.4,0.1,0.8576701560590936
2,2,1,0.15,0.3,0.2,0.8576693499936159
1,2,4,0.2,0.35,0.05,0.8576691452125654
1,2,9,0.9,0.45,0.05,0.8576675139020088
1,2,4,0.1,0.15,0.25,0.8576670388562532
1,1,5,0.65,0.05,0.05,0.8576655930687139
1,2,7,0.15,0.9,0.05,0.857665264087067
1,2,8,0.95,0.85,0.05,0.8576645788977076
1,2,5,1.0,0.8,0.05,0.857664371895306
1,2,9,0.85,0.55,0.05,0.8576637825089282
2,2,2,0.1,0.55,0.05,0.8576632024415057
1,1,6,0.35,0.55,0.05,0.8576631437005346
1,1,8,1.0,0.6,0.1,0.8576629719619627
1,2,5,0.15,0.45,0.05,0.8576629114992019
1,2,3,0.9,0.55,0.05,0.8576624644002616
2,2,3,0.2,0.65,0.05,0.8576609187637253
1,1,7,0.55,0.8,0.05,0.8576608627900087
1,2,5,0.15,0.35,0.05,0.8576603095874814
1,2,7,0.8,0.9,0.05,0.8576600665477024
1,2,6,0.8,0.9,0.05,0.8576595308060374
1,1,8,0.65,0.4,0.15,0.8576595054430333
1,2,5,1.0,0.5,0.05,0.8576590194701298
2,1,5,0.2,0.15,0.15,0.8576582788248786
1,2,9,0.85,0.6,0.05,0.8576571588977414
1,2,9,0.9,0.6,0.05,0.8576571588977414
1,2,1,0.25,0.25,0.15,0.8576564522729068
1,2,1,0.7,0.35,0.15,0.8576561398681005
1,1,8,0.45,0.4,0.1,0.8576559833355679
1,2,3,0.2,0.95,0.05,0.8576557832377301
1,2,6,0.55,0.5,0.05,0.8576542404896149
1,2,2,0.2,0.65,0.05,0.8576532714007076
2,1,7,0.25,0.15,0.2,0.857653072798069
1,1,8,0.3,0.5,0.05,0.8576524234181381
1,1,9,0.95,0.1,0.05,0.8576523504738821
1,1,5,0.85,0.25,0.05,0.8576520184025567
1,1,5,0.9,0.25,0.05,0.8576520184025567
1,1,5,0.6,0.55,0.05,0.8576512477338234
1,1,5,0.45,0.2,0.1,0.8576504529553957
2,2,4,0.3,0.85,0.05,0.8576483190354885
1,2,7,0.25,0.6,0.05,0.8576481477440951
1,1,7,1.0,0.3,0.1,0.8576469462300381
1,1,10,0.85,0.05,0.05,0.8576461558907758
1,2,10,0.55,0.5,0.05,0.8576441847367692
1,1,2,0.95,0.15,0.1,0.857641954312677
1,2,4,0.2,1.0,0.05,0.857641567963472
1,1,6,0.5,0.05,0.05,0.85764122946706
2,1,5,1.0,0.05,0.15,0.857640252921346
1,2,9,0.95,0.55,0.05,0.8576396524441373
1,2,8,0.2,0.55,0.05,0.8576392140160233
2,2,7,0.15,0.6,0.05,0.8576388342863691
2,2,4,0.35,0.55,0.1,0.8576385248770677
1,2,1,0.3,0.4,0.1,0.8576383221298662
1,2,9,0.9,0.95,0.05,0.857637659834646
2,2,3,0.15,0.8,0.05,0.8576371739142211
1,2,6,0.4,0.5,0.1,0.8576365002624013
1,2,6,0.4,0.5,0.05,0.8576364078292299
2,1,10,1.0,0.05,0.3,0.8576361481729933
1,1,9,0.65,0.25,0.05,0.8576355611574711
1,1,8,0.6,0.4,0.15,0.8576350428277985
1,2,2,0.2,0.7,0.05,0.8576348008900598
1,2,6,0.65,0.5,0.05,0.8576329213962238
1,2,9,0.9,0.65,0.05,0.8576327944633515
2,1,6,0.6,0.25,0.25,0.8576320564262933
1,2,8,0.9,0.5,0.05,0.8576301360953319
1,2,2,0.25,0.5,0.05,0.8576298244146938
2,2,4,0.25,0.45,0.05,0.8576286981011141
2,1,8,0.35,0.25,0.15,0.8576277750640336
1,1,10,0.55,0.35,0.15,0.8576273169283024
1,2,5,0.9,1.0,0.05,0.8576262575643397
1,1,5,0.95,0.25,0.05,0.8576257809534485
1,1,2,1.0,0.1,0.05,0.8576251693396824
1,1,6,0.7,0.75,0.05,0.8576236870797367
1,1,5,0.05,0.05,0.05,0.8576236616325097
1,1,8,0.25,0.2,0.1,0.8576232993969637
1,1,8,0.95,0.6,0.1,0.8576228487745962
1,2,4,0.1,0.15,0.2,0.8576222520177534
1,1,1,0.55,0.05,0.05,0.8576221328955854
1,2,10,0.15,0.45,0.05,0.8576219975425607
1,2,4,0.15,0.2,0.2,0.8576217297937315
1,1,6,0.9,0.35,0.05,0.8576215955830635
1,2,6,0.6,0.5,0.05,0.857620142145619
1,2,6,0.7,0.5,0.1,0.8576190247959021
1,2,3,0.35,0.95,0.05,0.8576189841318005
1,2,3,0.15,0.2,0.15,0.8576175688101698
1,2,6,0.05,0.7,0.05,0.8576173137225255
1,1,3,0.3,0.1,0.05,0.8576163118933638
2,2,2,0.1,0.25,0.1,0.8576147388386193
1,1,8,0.45,0.45,0.1,0.8576143618190766
1,2,6,0.3,0.45,0.05,0.8576138117836077
2,1,7,1.0,0.1,0.15,0.8576134507987684
1,2,5,0.95,0.5,0.05,0.8576112375541289
1,1,6,0.65,0.5,0.1,0.8576107877488212
1,1,5,0.95,0.3,0.05,0.8576107639408121
2,2,4,0.05,0.5,0.05,0.8576100620501134
2,1,3,0.65,0.15,0.15,0.8576100455374779
2,1,4,0.45,0.05,0.25,0.857609062793512
1,2,6,0.25,0.4,0.1,0.8576089633425699
1,2,3,0.4,0.9,0.05,0.8576088240795051
1,2,5,0.25,0.35,0.1,0.8576086288036006
1,1,6,0.3,0.55,0.05,0.8576084983648323
1,2,1,0.2,0.2,0.15,0.8576083688568598
1,2,8,0.15,0.45,0.05,0.8576041698297673
1,1,5,0.95,0.4,0.1,0.8576032044876332
2,2,1,0.3,1.0,0.05,0.8576026826544734
1,2,1,0.15,0.5,0.05,0.8576017192394421
2,1,4,0.4,0.05,0.25,0.8576016735657453
1,2,9,0.8,0.5,0.05,0.8576013874337454
1,2,9,0.9,0.55,0.05,0.8576013874337454
1,2,2,0.2,0.35,0.05,0.8576013104755678
1,1,6,0.55,0.05,0.05,0.8576009019890175
1,2,5,0.65,0.8,0.05,0.8575991336553732
1,1,6,0.45,0.55,0.05,0.8575991123763291
1,1,8,0.55,0.35,0.1,0.85759906506427
2,1,8,1.0,0.15,0.1,0.8575985533751683
1,1,10,0.9,0.4,0.2,0.857598030173775
2,1,10,0.55,0.25,0.25,0.8575975266362621
1,2,5,0.6,0.8,0.05,0.8575961179425039
2,2,1,0.05,0.2,0.05,0.8575948371988746
1,2,1,0.4,0.45,0.1,0.8575947701537168
1,2,3,0.65,0.45,0.05,0.8575942199818539
1,2,4,0.15,0.9,0.05,0.8575941570388154
1,2,10,0.55,0.55,0.05,0.8575936304567101
1,1,4,0.45,0.35,0.05,0.8575928145600018
1,2,7,0.75,0.45,0.05,0.8575913108807388
1,2,5,0.15,0.8,0.05,0.8575891633577166
1,2,3,0.4,0.95,0.05,0.8575888003343659
1,2,3,0.4,1.0,0.05,0.8575888003343659
1,2,3,0.45,1.0,0.05,0.8575888003343659
1,2,3,0.25,0.4,0.05,0.8575877855174089
1,2,1,0.2,0.15,0.25,0.8575877183897267
1,2,2,0.4,0.65,0.05,0.8575874974974627
2,1,10,0.85,0.3,0.2,0.8575863617462934
2,1,10,0.9,0.3,0.2,0.8575863617462934
1,2,2,0.7,1.0,0.05,0.8575858073501729
2,1,3,0.7,0.15,0.15,0.8575855050701032
1,2,1,0.35,0.2,0.2,0.8575834470972891
1,1,7,0.35,0.3,0.1,0.8575833438515057
1,1,5,1.0,0.4,0.1,0.857583160574415
1,1,7,0.7,0.25,0.05,0.857580472682443
1,2,3,0.45,0.95,0.1,0.8575789799143244
1,2,5,0.9,0.5,0.05,0.8575788465272015
1,2,5,0.45,0.5,0.05,0.8575784961565188
1,2,8,0.95,0.9,0.05,0.8575781308936398
1,2,8,1.0,0.9,0.05,0.8575781308936398
1,2,2,0.5,0.55,0.05,0.8575775052744777
1,2,10,0.6,0.55,0.05,0.8575773303701242
1,2,2,0.4,0.4,0.1,0.8575771334632679
1,1,5,1.0,0.45,0.05,0.8575758449119594
2,2,6,0.1,0.35,0.05,0.8575757838499394
2,2,3,0.25,1.0,0.05,0.8575756327165264
1,1,4,0.15,0.15,0.05,0.857574635253287
1,1,6,0.4,0.2,0.05,0.8575743320403276
2,2,3,0.2,1.0,0.05,0.8575740622511038
1,1,9,0.85,0.05,0.05,0.8575740254997822
1,2,3,0.95,0.55,0.05,0.8575739737241503
1,1,6,0.6,0.3,0.1,0.8575733021104102
1,2,2,0.75,0.85,0.05,0.8575732013274792
1,2,2,0.8,0.85,0.05,0.8575732013274792
1,2,10,0.6,0.6,0.05,0.8575726669737095
1,2,5,0.2,0.45,0.05,0.8575725619384876
1,1,5,0.9,0.3,0.05,0.8575724078049812
1,1,8,0.4,0.6,0.05,0.8575721346427078
2,2,2,0.4,0.6,0.05,0.8575720020876797
1,2,2,0.4,0.8,0.05,0.8575716252312089
1,1,9,0.2,0.2,0.1,0.8575715898145039
1,1,1,1.0,0.15,0.1,0.8575689903024221
1,1,8,0.35,0.5,0.05,0.857568841006325
1,2,6,0.65,0.95,0.05,0.857567995218976
1,2,6,0.7,1.0,0.05,0.857567995218976
1,1,8,0.15,0.25,0.1,0.8575669685918391
2,2,6,0.1,0.45,0.05,0.8575669352196161
1,2,2,0.5,0.7,0.05,0.8575663335602542
1,2,5,0.15,0.7,0.05,0.8575657999432664
1,1,7,0.5,0.55,0.05,0.8575643213279341
2,1,9,0.8,0.05,0.35,0.8575628836574409
1,2,8,0.9,0.45,0.05,0.857562472670344
1,1,7,0.55,0.5,0.1,0.8575621520965544
1,2,10,0.6,0.5,0.05,0.8575618944317008
1,2,9,0.95,0.6,0.05,0.857561633484104
1,1,8,0.95,0.25,0.05,0.8575604037091651
2,2,2,0.25,0.85,0.05,0.8575601351361095
2,2,2,0.25,0.9,0.05,0.8575601351361095
1,2,2,0.85,0.85,0.05,0.8575598093419509
1,1,9,0.5,0.1,0.05,0.8575586645572769
1,2,9,0.55,0.7,0.05,0.8575584488690512
2,1,2,0.85,0.05,0.2,0.8575581336490854
2,1,6,0.95,0.05,0.25,0.8575581091246922
1,2,1,0.5,0.65,0.05,0.857556593871149
1,2,2,0.65,0.95,0.05,0.8575562673006136
1,2,9,0.95,0.5,0.05,0.8575553302007547
1,2,5,0.45,0.8,0.05,0.8575540744098789
1,2,5,1.0,0.9,0.05,0.8575533624373666
1,2,5,1.0,0.95,0.05,0.8575533624373666
2,2,5,0.4,0.65,0.1,0.8575529127667061
2,1,7,0.35,0.25,0.15,0.8575522327069366
1,2,1,0.4,0.55,0.05,0.8575520813250976
1,2,3,0.85,0.55,0.05,0.8575517243227397
1,2,6,0.55,0.55,0.05,0.8575516610404527
2,1,9,0.8,0.2,0.15,0.8575510590670732
1,1,10,0.5,0.4,0.1,0.8575508667338626
1,1,8,0.75,0.55,0.1,0.8575503101587373
2,2,1,0.1,0.35,0.05,0.8575502322420547
1,1,5,0.75,0.25,0.05,0.8575500076672281
2,2,2,0.1,0.6,0.05,0.8575497352946571
1,1,6,1.0,0.3,0.05,0.857547966193736
2,1,9,0.4,0.15,0.1,0.8575477480387255
1,2,8,0.55,0.85,0.05,0.8575473994409626
2,1,9,0.85,0.2,0.15,0.8575453035746026
1,1,6,0.95,0.3,0.05,0.8575447411195283
1,2,10,0.2,0.65,0.05,0.857542288717311
2,1,10,0.4,0.1,0.25,0.8575412511735712
2,2,5,0.35,0.7,0.05,0.857541118111735
1,1,6,0.45,0.3,0.1,0.8575410660034338
2,2,1,0.2,0.75,0.05,0.85754015972541
2,2,1,0.2,0.8,0.05,0.85754015972541
1,2,8,0.5,0.7,0.05,0.8575397727918299
1,2,3,0.45,0.95,0.05,0.8575383262932965
1,1,7,0.35,0.2,0.1,0.857538244677868
1,1,5,0.2,0.3,0.05,0.8575371996008245
1,1,6,0.65,0.4,0.05,0.8575365540176482
1,1,10,0.95,0.3,0.1,0.8575351704614915
1,1,8,1.0,0.45,0.1,0.8575351345915688
2,1,10,0.85,0.1,0.2,0.8575347546380118
1,2,2,0.5,0.25,0.25,0.8575328821088586
1,1,4,0.4,0.15,0.1,0.8575326783691396
2,1,5,0.75,0.05,0.15,0.8575325455444501
1,1,6,0.3,0.4,0.05,0.8575314728295549
1,1,7,0.7,0.4,0.1,0.8575308361131578
1,1,5,0.1,0.05,0.1,0.8575302135993649
1,2,5,0.7,0.8,0.05,0.8575294931509501
1,2,5,0.7,0.85,0.05,0.8575294931509501
1,2,5,0.75,0.85,0.05,0.8575294931509501
2,2,3,0.35,0.65,0.05,0.8575289966686477
1,1,7,0.45,0.05,0.05,0.8575282424350109
1,1,5,0.8,0.25,0.05,0.8575269902688284
1,1,7,0.65,0.5,0.1,0.8575264229156466
2,2,2,0.05,0.35,0.05,0.8575257419519602
1,1,1,0.5,0.05,0.05,0.8575246764490171
1,1,9,1.0,0.1,0.05,0.8575244623280281
1,2,1,1.0,1.0,0.05,0.8575243553139377
1,1,4,0.4,0.15,0.05,0.8575233061012649
1,2,1,0.7,0.45,0.1,0.8575228331668535
1,1,4,0.6,0.45,0.05,0.8575227040752296
1,2,3,0.1,0.45,0.05,0.8575225076398075
1,2,2,0.4,0.95,0.05,0.8575223197140034
1,2,4,0.2,0.7,0.05,0.8575222815318816
1,2,2,0.4,0.4,0.05,0.8575222020879544
1,2,7,1.0,0.45,0.05,0.8575217914800936
1,2,1,0.4,0.5,0.05,0.8575216578305038
1,2,2,0.4,0.5,0.05,0.8575216578305038
2,2,7,0.1,0.45,0.05,0.85752091410977
1,2,8,0.8,0.95,0.05,0.8575205261287172
2,2,4,0.25,0.8,0.05,0.8575188948487773
1,1,7,0.4,0.45,0.05,0.8575186389914774
1,1,10,0.95,0.4,0.2,0.8575169037540628
2,1,3,0.75,0.15,0.15,0.8575156588814009
1,2,5,0.05,0.5,0.05,0.8575150051126315
1,1,5,0.55,0.55,0.05,0.8575123626330543
1,1,7,0.4,0.4,0.1,0.8575123517914116
1,2,1,0.3,0.55,0.05,0.8575123500592128
1,2,2,0.35,0.45,0.05,0.857512171153498
1,1,4,0.25,0.3,0.05,0.8575111182488276
1,2,2,0.15,0.3,0.05,0.8575106963893349
2,1,10,0.9,0.1,0.25,0.8575103384619968
1,1,8,1.0,0.25,0.05,0.8575101649735279
2,1,2,0.7,0.05,0.2,0.8575100902193208
1,2,3,0.15,0.5,0.05,0.8575098016099195
1,1,8,0.4,0.3,0.1,0.8575090659910236
1,1,10,0.65,0.2,0.1,0.8575090185266266
1,1,7,0.55,0.75,0.05,0.8575088625623187
1,1,8,0.65,0.75,0.05,0.8575084407697953
1,2,6,0.65,0.55,0.05,0.857508097327692
2,2,3,0.4,0.6,0.1,0.8575079524718136
1,1,4,1.0,0.4,0.1,0.8575071712407857
2,1,2,0.65,0.05,0.2,0.8575065739226373
