n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
1,1,6,0.55,0.05,0.15,0.8632326091392538
1,1,6,0.6,0.05,0.15,0.8632326091392538
1,1,7,0.55,0.05,0.15,0.8632284975251164
1,1,7,0.6,0.05,0.15,0.8632284975251164
1,1,8,0.9,0.05,0.2,0.8632268700689976
1,1,7,0.65,0.05,0.15,0.8632041830639964
1,1,6,0.7,0.05,0.1,0.863194696861485
1,1,7,0.75,0.05,0.15,0.863194360689285
1,1,8,0.95,0.05,0.2,0.8631752293349503
1,1,8,1.0,0.05,0.2,0.8631752293349503
1,1,3,0.95,0.05,0.1,0.8631737961332601
1,1,3,0.7,0.05,0.15,0.8631674174038733
1,1,5,0.85,0.05,0.15,0.8631580218240489
1,1,8,0.85,0.1,0.1,0.8631554455734849
1,1,8,0.9,0.1,0.1,0.8631554455734849
1,1,6,0.5,0.05,0.1,0.8631513996295157
1,1,9,0.95,0.05,0.2,0.8631497212020827
1,1,9,0.9,0.05,0.2,0.8631341987337301
1,1,3,0.75,0.05,0.15,0.8631284860210434
1,1,5,0.9,0.05,0.15,0.8631226811765872
1,1,3,0.85,0.05,0.1,0.863121248102719
1,1,4,0.75,0.05,0.15,0.8631209474006803
1,1,8,0.5,0.05,0.15,0.8631194729486139
1,1,7,0.9,0.15,0.1,0.8630830376466175
1,1,10,0.7,0.05,0.15,0.8630796189780808
1,1,10,0.75,0.05,0.15,0.8630760065762153
1,1,6,0.75,0.1,0.1,0.8630620984797128
1,1,8,0.8,0.05,0.2,0.8630433544700374
1,1,5,0.55,0.05,0.15,0.8630431490926573
1,1,3,1.0,0.05,0.15,0.863035903671649
1,1,6,0.8,0.05,0.2,0.8630289206599783
1,1,6,0.85,0.05,0.2,0.8630289206599783
1,1,4,1.0,0.1,0.05,0.8630212559441767
1,1,7,0.95,0.15,0.1,0.8630193738187245
1,1,7,0.85,0.15,0.1,0.8630192694341039
1,1,10,0.8,0.1,0.15,0.8630130343971398
1,1,6,0.65,0.05,0.1,0.8630050416594853
1,1,10,0.95,0.15,0.1,0.8629995339274844
1,1,4,0.75,0.05,0.1,0.8629848414536364
1,1,10,0.8,0.05,0.15,0.8629791514567055
1,1,7,1.0,0.15,0.1,0.8629733440101857
1,1,10,0.9,0.15,0.1,0.8629692200367911
1,1,10,0.85,0.15,0.1,0.8629555344966471
1,1,6,0.6,0.05,0.1,0.8629540617823067
1,1,9,0.45,0.05,0.15,0.8629533745548775
1,1,9,0.8,0.05,0.15,0.862952789643691
1,1,8,0.8,0.05,0.15,0.8629383779826157
1,1,8,0.95,0.05,0.15,0.8629347545648393
1,1,5,0.9,0.1,0.1,0.8629305586503723
1,1,10,0.85,0.1,0.15,0.8629291522049451
1,1,1,0.85,0.05,0.05,0.8629221985390662
1,1,10,0.55,0.05,0.3,0.8629191982678978
1,1,10,0.85,0.05,0.2,0.8629190005256495
1,1,5,0.8,0.05,0.1,0.8629100003008464
1,1,6,0.95,0.05,0.2,0.8629055129986377
1,1,9,0.85,0.05,0.15,0.8629007063712323
1,1,1,1.0,0.05,0.05,0.8628991934366276
1,1,2,0.8,0.05,0.05,0.8628975485788988
1,1,6,0.95,0.05,0.15,0.8628942835293383
1,1,10,0.85,0.05,0.15,0.8628852489740989
1,1,5,0.9,0.1,0.05,0.8628801423869197
1,1,5,0.95,0.1,0.05,0.8628801423869197
1,1,5,1.0,0.1,0.05,0.8628801423869197
1,1,7,0.45,0.05,0.15,0.8628757448327924
1,1,8,1.0,0.05,0.15,0.8628726289505234
1,1,7,0.85,0.05,0.2,0.8628663003880696
1,1,10,0.9,0.05,0.15,0.862855774642644
1,1,10,1.0,0.1,0.1,0.8628185495632762
1,1,7,0.8,0.05,0.2,0.8628094564964961
1,1,9,0.8,0.15,0.1,0.8627999228977641
1,1,8,0.45,0.05,0.15,0.8627929515290679
1,1,7,0.65,0.05,0.1,0.8627866402622626
1,1,6,0.9,0.05,0.2,0.8627804373700751
1,1,6,1.0,0.05,0.15,0.8627786372708348
1,1,7,0.7,0.05,0.15,0.862770650185048
1,1,5,0.85,0.05,0.1,0.8627694829966032
1,1,7,0.9,0.05,0.2,0.8627694671147778
1,1,7,0.8,0.05,0.15,0.8627615667247308
1,1,6,0.75,0.05,0.2,0.8627412539387708
1,1,3,1.0,0.05,0.1,0.8627323809814909
1,1,2,0.9,0.05,0.05,0.8627239712291913
1,1,8,0.55,0.05,0.15,0.8627220074033356
1,1,8,0.85,0.05,0.2,0.8627166218876656
1,1,6,0.8,0.1,0.05,0.8627136019584637
1,1,8,0.6,0.05,0.15,0.862711988803442
1,1,8,0.8,0.1,0.15,0.8626723077846599
1,1,7,0.9,0.05,0.15,0.8626655897184133
1,1,7,0.85,0.05,0.15,0.8626583251171109
1,1,8,0.95,0.15,0.1,0.8626551223386176
1,1,6,0.55,0.05,0.1,0.862647575936118
1,1,10,1.0,0.15,0.1,0.8626257814692174
1,1,9,0.65,0.05,0.2,0.8626137198723942
1,1,9,0.65,0.05,0.15,0.8625948970735593
1,1,8,0.7,0.05,0.15,0.8625616112856184
1,1,9,0.7,0.05,0.15,0.8625338357567424
1,1,7,0.65,0.1,0.1,0.8625189718338138
1,1,5,0.75,0.1,0.1,0.8625157377552434
1,1,6,1.0,0.15,0.1,0.8625096581241174
1,1,4,0.9,0.1,0.1,0.8624763458266907
1,1,4,0.95,0.1,0.1,0.8624763458266907
1,1,6,1.0,0.1,0.05,0.8624695523896128
1,1,9,0.55,0.1,0.1,0.8624690800328739
1,1,7,0.6,0.05,0.1,0.8624688160965925
1,1,5,0.95,0.05,0.1,0.8624670485080866
1,1,1,0.95,0.05,0.05,0.8624519546080647
1,1,8,1.0,0.15,0.1,0.8624097470398364
1,1,5,0.7,0.05,0.1,0.8624082819740495
1,1,3,0.75,0.05,0.1,0.8624045994601403
1,1,6,0.85,0.05,0.15,0.8624045773945292
1,1,6,0.9,0.05,0.15,0.8624045773945292
1,1,6,0.75,0.05,0.15,0.8624002804875628
1,1,4,0.8,0.1,0.1,0.8623994930664252
1,1,4,0.85,0.1,0.1,0.8623994930664252
1,1,8,0.8,0.1,0.1,0.8623983463018214
1,1,9,0.6,0.05,0.2,0.8623857706008159
1,1,5,0.9,0.05,0.1,0.862377972887475
1,1,5,0.75,0.05,0.1,0.8623552110677909
2,2,1,0.4,0.8,0.05,0.8623551231943487
1,1,9,0.75,0.1,0.15,0.8623467480565192
1,1,5,0.6,0.05,0.15,0.862344144099394
1,1,5,0.65,0.05,0.15,0.862344144099394
1,1,2,0.95,0.05,0.05,0.8623374166073425
1,1,2,1.0,0.05,0.05,0.8623374166073425
1,1,9,0.95,0.05,0.15,0.8623286182938026
1,1,6,0.4,0.05,0.15,0.8623210976540019
1,2,6,0.05,0.3,0.05,0.8623077090714668
1,1,8,0.75,0.1,0.15,0.8623053794084921
1,1,8,0.9,0.05,0.15,0.8622853772425091
1,1,8,0.65,0.05,0.2,0.8622822993196672
1,2,3,0.75,0.7,0.05,0.8622762661066485
1,1,10,0.7,0.1,0.15,0.8622759870895328
1,1,9,0.8,0.1,0.15,0.8622596893384556
1,1,3,0.65,0.05,0.15,0.8622054907301905
1,1,10,0.65,0.05,0.15,0.8621964695696852
1,1,8,0.65,0.05,0.15,0.8621852355005057
1,1,9,0.85,0.15,0.1,0.86217634450167
1,1,6,1.0,0.05,0.1,0.8621761970627586
1,2,3,0.7,0.65,0.05,0.8621701594058091
1,1,3,0.8,0.05,0.1,0.8621694616615508
1,1,9,0.85,0.1,0.1,0.8621667649334148
1,1,4,0.5,0.05,0.15,0.8621600926313902
1,1,7,0.7,0.1,0.1,0.8621595824599569
1,1,7,0.75,0.1,0.1,0.8621377280866177
1,1,8,0.75,0.05,0.15,0.8621192113617918
1,1,5,1.0,0.05,0.1,0.8621128019173377
1,1,4,0.95,0.05,0.1,0.8621035907022977
1,1,10,0.6,0.05,0.2,0.8621016442892405
1,1,7,0.55,0.05,0.1,0.8620983572841812
1,1,10,0.9,0.1,0.1,0.8620976893711207
1,1,9,0.6,0.05,0.15,0.8620942202400619
1,1,5,0.45,0.05,0.1,0.8620935310283526
1,1,10,0.95,0.1,0.1,0.86208984104236
1,1,4,1.0,0.05,0.1,0.8620803595649447
1,1,4,0.9,0.05,0.1,0.8620792203101336
1,1,5,0.7,0.1,0.1,0.8620779773028928
1,1,6,0.45,0.05,0.15,0.8620766909321566
1,1,6,0.95,0.05,0.1,0.8620667694658006
1,1,9,0.55,0.05,0.15,0.8620619392245569
1,1,4,0.65,0.1,0.1,0.8620500893675956
1,1,8,0.6,0.1,0.1,0.8620392220053651
1,1,5,0.65,0.05,0.1,0.8620366199225881
1,1,7,0.65,0.15,0.05,0.8620346757469803
1,1,8,0.4,0.05,0.15,0.8620346273349505
1,1,5,0.6,0.05,0.1,0.8620187612322201
1,1,9,0.6,0.1,0.1,0.8619953204410364
1,1,4,0.7,0.05,0.15,0.8619914447674183
1,2,3,0.9,0.75,0.05,0.8619706547019662
1,1,5,0.75,0.1,0.05,0.8619614681513028
1,1,5,0.95,0.15,0.05,0.8619361044815929
1,1,10,0.55,0.1,0.1,0.8619303585517454
1,1,5,1.0,0.15,0.05,0.8619299887386788
1,1,10,0.95,0.05,0.15,0.8619266588861888
1,1,5,0.8,0.1,0.05,0.8619261275038415
1,1,5,0.85,0.1,0.05,0.8619261275038415
1,1,9,0.5,0.05,0.2,0.8619134058724095
1,1,1,0.9,0.05,0.05,0.8618973229022918
1,2,3,0.95,0.75,0.05,0.8618857356350362
1,1,1,0.75,0.05,0.05,0.861876172063451
1,1,1,0.8,0.05,0.05,0.861876172063451
1,1,6,0.8,0.05,0.15,0.861865711968906
2,2,2,0.3,0.6,0.05,0.8618564577049749
2,2,1,0.25,0.6,0.05,0.8618553943149588
1,1,9,0.65,0.1,0.1,0.8618363730918579
1,1,6,0.35,0.05,0.1,0.8618254219503086
1,1,10,0.65,0.1,0.1,0.86181033337073
1,1,10,0.5,0.05,0.2,0.861809552226531
1,1,10,0.45,0.05,0.2,0.8618042546253836
1,1,5,0.5,0.05,0.1,0.8618012092285934
1,1,10,0.6,0.1,0.1,0.8618009070551568
2,2,1,0.25,0.65,0.05,0.8617959121106997
1,1,4,0.55,0.05,0.15,0.8617884092538864
1,2,3,0.8,0.7,0.05,0.8617788854873348
1,1,7,0.6,0.1,0.1,0.8617642343420208
1,1,6,0.7,0.1,0.1,0.8617571201583265
1,2,3,1.0,0.8,0.05,0.8617569793547945
1,1,9,0.95,0.1,0.1,0.8617518110042547
1,1,4,0.7,0.1,0.1,0.8617478733740336
1,2,3,0.95,0.8,0.05,0.8617454166833852
2,2,1,0.3,0.6,0.05,0.8617447613326698
1,1,10,0.55,0.05,0.25,0.8617329965000946
1,1,7,0.45,0.05,0.1,0.8617283711813625
1,1,8,0.85,0.05,0.15,0.8617191697532146
1,1,7,0.8,0.1,0.05,0.8617142878875829
1,1,10,0.75,0.15,0.1,0.8617126196746902
1,2,4,0.4,0.65,0.05,0.8617036946338116
1,2,4,0.45,0.7,0.05,0.8617036946338116
1,1,9,0.95,0.15,0.1,0.8617004101868685
1,1,4,0.45,0.05,0.15,0.861695025625483
2,2,1,0.25,0.5,0.05,0.8616949815961302
1,1,9,0.4,0.05,0.15,0.8616731086525803
1,1,6,0.75,0.1,0.05,0.8616727439516614
1,1,9,0.9,0.1,0.1,0.8616698652057292
1,2,3,1.0,0.75,0.05,0.8616491446993485
2,2,1,0.25,0.7,0.05,0.8616482250367372
1,1,3,0.7,0.05,0.1,0.8616333615261345
2,2,1,0.4,0.75,0.05,0.8616169691857927
1,2,3,0.65,0.65,0.05,0.8616128329519253
1,1,8,0.9,0.15,0.1,0.8616071838365981
1,1,10,0.85,0.1,0.1,0.8615988204920029
1,1,8,0.65,0.15,0.05,0.8615972287994389
1,1,6,0.45,0.05,0.1,0.8615805756572857
1,1,4,0.9,0.1,0.05,0.8615662283116
1,1,4,0.95,0.1,0.05,0.8615662283116
1,1,7,0.4,0.05,0.15,0.8615639972006967
1,1,9,0.5,0.05,0.15,0.861563070345439
1,2,3,0.75,0.8,0.05,0.8615582040494422
1,1,3,0.7,0.05,0.05,0.8615576686474335
1,2,3,0.95,0.7,0.05,0.8615510411997894
1,1,4,0.65,0.05,0.15,0.8615421905100903
1,1,7,1.0,0.1,0.05,0.8615237755105445
1,1,10,1.0,0.05,0.15,0.8615207056863393
1,1,8,0.65,0.1,0.1,0.8615146823855849
1,2,3,0.8,0.65,0.05,0.8615095938637554
1,2,3,0.85,0.7,0.05,0.8615095938637554
1,1,4,0.45,0.05,0.1,0.8615092516982319
1,1,7,0.7,0.05,0.1,0.8614959670299304
1,1,3,0.75,0.05,0.05,0.8614939451902807
1,1,9,0.7,0.1,0.15,0.8614887638229941
1,1,3,0.9,0.05,0.05,0.8614704837656323
1,1,7,0.75,0.05,0.1,0.8614554831095838
1,1,8,0.7,0.1,0.15,0.8614552193276388
1,1,7,0.95,0.1,0.05,0.8614546934895524
1,1,8,0.7,0.05,0.1,0.86145310787256
1,1,2,0.7,0.05,0.05,0.8614471784530461
1,2,4,0.05,0.2,0.1,0.8614433197996724
1,1,9,0.7,0.15,0.1,0.8614389633669245
1,1,2,0.65,0.05,0.05,0.8614311801633328
1,1,7,1.0,0.2,0.05,0.8614305410921339
1,1,9,0.75,0.15,0.1,0.8614210067896695
2,2,2,0.35,0.6,0.05,0.8614129777746505
1,1,3,0.95,0.05,0.05,0.8613990808578761
1,1,10,0.55,0.05,0.2,0.8613986827730538
2,2,1,0.25,0.4,0.1,0.8613938187011664
1,1,6,0.85,0.05,0.1,0.8613930427595002
1,1,7,0.6,0.1,0.05,0.8613914718824555
1,1,9,0.7,0.1,0.1,0.8613879236793575
1,1,10,0.5,0.1,0.1,0.861387366181329
1,1,8,0.75,0.05,0.1,0.8613861749801801
1,1,3,0.8,0.05,0.05,0.8613828774277206
1,1,10,0.7,0.15,0.1,0.8613436661944681
1,1,2,0.75,0.05,0.05,0.8613424142722116
1,2,3,0.8,0.75,0.05,0.861341718113277
1,2,3,0.85,0.8,0.05,0.861341718113277
1,1,6,0.3,0.05,0.1,0.861340883418959
2,2,2,0.35,0.65,0.05,0.861340734198876
1,1,3,0.95,0.1,0.05,0.8613346209895655
1,1,9,0.9,0.05,0.15,0.8613307591103858
1,1,9,1.0,0.15,0.1,0.8613206190539416
1,2,3,0.85,0.75,0.05,0.8613185430312784
1,1,7,0.75,0.1,0.05,0.8613123217929907
1,2,4,0.05,0.3,0.05,0.8613097070291776
1,1,5,0.85,0.15,0.05,0.8613088674105308
1,1,6,0.4,0.05,0.1,0.8612985025865187
2,2,1,0.35,0.65,0.05,0.8612926636642849
1,1,7,0.3,0.05,0.1,0.8612790907920924
1,2,3,0.85,0.65,0.05,0.861278634516838
2,2,1,0.25,0.45,0.1,0.8612710473198426
1,2,4,0.5,0.7,0.05,0.8612703528620659
2,2,1,0.3,0.55,0.05,0.8612662347486096
2,2,1,0.3,0.45,0.1,0.8612586831814155
1,1,5,0.35,0.05,0.1,0.8612585445951569
1,1,9,0.95,0.15,0.05,0.8612526332850867
1,1,4,0.6,0.05,0.15,0.8612507410605819
1,2,4,1.0,0.8,0.05,0.8612458202444507
1,2,4,0.5,0.75,0.05,0.861242291146184
1,2,3,0.65,0.7,0.05,0.8612382278384708
1,2,3,0.9,0.65,0.05,0.8612309106340186
1,1,9,1.0,0.15,0.05,0.8612247984426834
1,1,7,0.9,0.2,0.05,0.8612131107337796
1,1,7,0.7,0.15,0.05,0.8612123688468264
2,2,1,0.3,0.65,0.05,0.8612121966257558
1,1,6,0.95,0.15,0.1,0.8612087304803326
1,2,3,0.9,0.7,0.05,0.8612073849643854
1,1,5,0.55,0.05,0.1,0.8612067563094514
1,1,7,0.5,0.05,0.1,0.8612041553344059
1,2,3,0.9,0.8,0.05,0.8612040359289688
1,1,5,0.4,0.05,0.15,0.8612032477855841
1,1,9,0.9,0.15,0.1,0.8612015413077506
2,2,1,0.25,0.55,0.05,0.8612011345627947
1,1,7,0.35,0.05,0.1,0.8611971762511563
2,2,2,0.3,0.45,0.1,0.8611940125158355
1,1,10,0.4,0.1,0.1,0.861193782120273
1,1,8,0.7,0.1,0.1,0.8611901366344306
1,2,4,0.55,0.75,0.05,0.8611869737089192
1,1,10,0.45,0.05,0.15,0.8611697844004629
1,1,8,0.75,0.1,0.1,0.8611627935277509
1,1,10,0.6,0.05,0.15,0.8611611431565477
1,2,3,0.8,0.8,0.05,0.8611524387145757
1,2,3,0.7,0.75,0.05,0.8611486436076948
1,1,7,0.85,0.1,0.05,0.8611421718533903
1,1,8,1.0,0.15,0.05,0.8611384589262815
1,1,10,0.55,0.05,0.15,0.8611282696994292
1,2,3,0.65,0.75,0.05,0.8611177679082002
1,1,3,0.6,0.05,0.15,0.8611007753397608
1,1,9,0.6,0.05,0.1,0.8610964248076121
1,1,8,1.0,0.1,0.05,0.861094928370888
1,2,3,0.05,0.15,0.2,0.8610910755401767
1,1,6,0.75,0.05,0.1,0.8610870098245691
1,1,6,0.8,0.05,0.1,0.8610631838664976
1,1,6,0.25,0.05,0.1,0.8610406931968496
1,1,8,0.9,0.15,0.05,0.8610319569046619
1,2,6,0.05,0.35,0.05,0.861028004671423
2,2,1,0.25,0.75,0.05,0.8610152255262022
1,1,3,1.0,0.1,0.05,0.860998839433799
1,1,4,0.8,0.1,0.05,0.860992103950223
1,1,10,0.65,0.15,0.1,0.8609904143770072
1,1,4,0.5,0.05,0.1,0.8609890093894224
2,2,2,0.3,0.55,0.1,0.860974307902688
1,2,6,0.85,0.8,0.05,0.8609688984710442
1,2,6,0.9,0.8,0.05,0.8609688984710442
1,1,4,0.3,0.05,0.1,0.8609655778652032
1,2,2,0.3,0.4,0.15,0.8609618728677955
1,1,7,0.9,0.1,0.05,0.86095523159791
1,1,9,0.75,0.1,0.1,0.8609343345570372
2,2,1,0.3,0.5,0.1,0.860930637595283
1,1,4,0.85,0.1,0.05,0.8609288575990509
1,1,5,0.9,0.15,0.05,0.8609267801688915
2,2,1,0.4,0.7,0.05,0.8609214550695693
1,1,6,0.9,0.15,0.1,0.8609184569799947
1,2,4,0.4,0.6,0.05,0.8609036149669252
1,2,3,0.05,0.2,0.15,0.8609001907326482
1,1,10,0.4,0.05,0.15,0.8608925822637185
1,2,3,0.75,0.6,0.05,0.8608913166695707
1,1,5,0.3,0.05,0.1,0.8608860029338888
2,2,1,0.35,0.6,0.05,0.8608837205473764
1,1,10,0.35,0.05,0.25,0.8608803945669722
1,1,4,0.4,0.05,0.15,0.8608779801638085
2,2,2,0.25,0.5,0.05,0.8608655806389303
1,1,9,0.8,0.1,0.1,0.8608537972497674
1,1,3,0.85,0.05,0.05,0.8608495755506337
1,1,7,0.95,0.2,0.05,0.8608485897425224
1,2,4,0.45,0.6,0.05,0.8608475256387501
1,2,6,0.2,0.4,0.1,0.8608409246842612
1,1,7,0.75,0.15,0.05,0.8608216649757858
1,2,4,0.45,0.65,0.05,0.8608142306670147
1,1,10,0.5,0.05,0.15,0.8608089358393152
1,2,4,0.35,0.7,0.05,0.8608083137649373
1,1,7,1.0,0.05,0.1,0.860806934265742
1,2,4,0.35,0.55,0.05,0.8608003960903208
1,1,8,0.7,0.15,0.05,0.8608000935791329
1,1,6,0.9,0.05,0.1,0.8607950371851778
1,1,5,0.4,0.05,0.1,0.8607935047259778
1,1,3,0.65,0.05,0.1,0.8607891342325619
1,1,7,0.8,0.15,0.05,0.8607846418913672
1,1,7,0.85,0.15,0.05,0.8607846418913672
1,2,3,0.7,0.7,0.05,0.8607843916593936
1,2,3,0.75,0.75,0.05,0.8607843916593936
1,1,9,0.5,0.1,0.1,0.8607818847210283
1,2,7,0.8,0.8,0.05,0.86078103918023
1,1,3,0.5,0.05,0.15,0.8607805037232105
2,2,2,0.4,0.6,0.1,0.8607785917731029
1,1,8,0.85,0.15,0.1,0.8607771799568026
2,2,3,0.3,0.9,0.05,0.8607767972524357
1,2,4,0.9,0.75,0.05,0.8607658451225273
1,1,8,0.75,0.15,0.05,0.8607649510074828
2,2,1,0.35,0.7,0.05,0.8607622081356451
1,2,4,0.4,0.7,0.05,0.8607610964405948
1,1,8,0.55,0.05,0.1,0.8607585082778896
2,2,2,0.35,0.55,0.1,0.8607570432407725
1,1,8,0.8,0.05,0.1,0.8607569146935171
1,1,7,0.8,0.05,0.1,0.8607508501717851
1,1,9,0.85,0.15,0.05,0.8607496815311695
1,2,7,0.85,0.8,0.05,0.860748563619085
1,1,9,0.9,0.15,0.05,0.8607415771163832
1,1,8,0.95,0.05,0.1,0.8607377023933545
2,1,4,0.3,0.1,0.35,0.8607359065347377
2,2,1,0.35,0.8,0.05,0.8607287791300611
1,1,9,0.55,0.05,0.1,0.8607245936540532
1,2,3,0.55,0.75,0.05,0.86072420237677
1,2,4,0.55,0.7,0.05,0.8607177284743742
1,1,9,0.85,0.05,0.1,0.8607152825591896
1,1,8,0.6,0.05,0.1,0.8607104225963683
1,1,6,1.0,0.15,0.05,0.8607064165339358
1,1,4,0.35,0.05,0.15,0.860702853003555
2,2,1,0.35,0.75,0.05,0.8606959265080539
1,2,4,0.45,0.75,0.05,0.8606955679968582
1,1,4,0.65,0.05,0.1,0.860693817462229
1,1,8,1.0,0.05,0.1,0.8606937369450244
1,2,3,0.8,0.9,0.05,0.8606869703866774
1,1,4,0.25,0.05,0.1,0.8606805138273399
1,1,8,0.95,0.15,0.05,0.8606748269683726
1,2,3,0.8,0.85,0.05,0.8606728304153627
2,2,2,0.25,0.55,0.1,0.8606612925636619
1,1,10,0.3,0.05,0.15,0.8606611215615617
1,2,4,0.35,0.65,0.05,0.860655593197477
1,2,4,0.3,0.45,0.05,0.8606494402822545
1,1,4,0.7,0.05,0.1,0.8606485615383155
1,1,10,0.45,0.1,0.1,0.8606483658943445
1,2,3,0.85,0.9,0.05,0.8606446151368183
1,1,1,0.65,0.05,0.05,0.86063710034359
1,1,5,0.65,0.1,0.05,0.8606350637691352
1,1,8,0.35,0.05,0.1,0.8606345835532129
1,1,8,0.3,0.05,0.1,0.860629001019033
1,1,4,0.55,0.1,0.1,0.8606086297590867
1,2,3,0.8,0.6,0.05,0.8606064016442722
1,2,6,0.75,0.7,0.05,0.8606046953436832
1,2,6,0.8,0.75,0.05,0.8606046953436832
2,1,10,0.5,0.1,0.35,0.8605997388630541
1,2,4,0.05,0.35,0.05,0.8605916278205074
1,2,3,0.75,0.65,0.05,0.8605810851430389
1,2,7,0.7,0.7,0.05,0.8605666928797496
1,1,10,0.6,0.15,0.1,0.8605660483727819
1,1,7,0.4,0.05,0.1,0.8605640923517227
1,2,3,0.95,1.0,0.05,0.8605574550643978
1,2,4,0.65,0.75,0.05,0.8605564858517658
1,1,8,0.45,0.1,0.1,0.8605555545764829
1,2,4,0.6,0.75,0.05,0.860550954675099
1,2,7,0.75,0.75,0.05,0.8605405302879624
2,2,2,0.25,0.6,0.1,0.8605396835510588
1,1,6,0.65,0.1,0.05,0.8605370348926942
1,1,10,0.7,0.1,0.1,0.8605323187097406
1,1,3,1.0,0.05,0.05,0.8605270399791374
1,1,5,0.25,0.05,0.1,0.8605268792252814
1,1,1,0.7,0.05,0.05,0.8605245517661583
2,2,2,0.4,0.75,0.05,0.8605222440519117
2,2,4,0.3,0.8,0.05,0.8605135371077498
1,1,8,0.25,0.05,0.1,0.8605094381702628
1,1,4,0.95,0.05,0.05,0.8605025676790043
1,1,8,0.65,0.05,0.1,0.8605014528994618
1,1,8,0.6,0.15,0.05,0.860500854214095
2,1,10,0.75,0.25,0.3,0.8604942173208031
2,1,9,0.8,0.1,0.45,0.8604937411688913
1,2,6,0.05,0.4,0.05,0.8604932808416289
1,1,4,0.6,0.1,0.1,0.8604873471413909
1,1,6,0.85,0.15,0.05,0.8604792403054491
1,2,6,0.1,0.5,0.05,0.860475613936193
2,2,2,0.25,0.45,0.05,0.8604734177459276
1,2,4,0.95,0.8,0.05,0.860469509514316
1,2,2,0.9,0.65,0.05,0.8604648521027423
1,1,8,0.45,0.05,0.1,0.860461343659496
1,1,8,0.5,0.05,0.1,0.860461343659496
1,2,3,0.6,0.6,0.05,0.8604574312244387
1,1,6,0.9,0.15,0.05,0.860455332373663
1,1,4,0.9,0.15,0.05,0.8604535596806148
1,2,3,0.5,0.75,0.05,0.8604467447061396
