num_pairs,n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
2,1,1,7,0.75,0.1,0.5,0.8078224359395714
2,1,1,9,0.65,0.1,0.45,0.8077601847091237
2,1,1,5,0.1,0.1,0.25,0.8077540974072911
2,1,1,5,0.75,0.1,0.45,0.8077256014901654
2,1,1,7,1.0,0.1,0.5,0.807719508542541
2,1,1,4,0.15,0.1,0.3,0.8076892352909094
2,1,1,7,0.4,0.1,0.4,0.8076424524882578
2,1,1,7,0.65,0.1,0.45,0.8076168286930391
2,1,1,2,1.0,0.1,0.4,0.8076142051424303
2,1,1,10,0.5,0.1,0.45,0.8076116407662515
2,1,1,5,0.15,0.1,0.35,0.8076093883015246
2,1,1,2,0.75,0.1,0.4,0.807527161552418
2,1,1,6,0.15,0.1,0.35,0.8075048539656077
2,1,1,7,0.15,0.1,0.35,0.8074785342620026
2,1,1,4,0.9,0.1,0.45,0.8074387602573542
2,1,1,4,0.7,0.1,0.45,0.8074018631813135
2,1,1,9,0.55,0.1,0.45,0.8073556201022308
2,1,1,4,0.85,0.1,0.45,0.8073189532992747
2,1,1,8,0.3,0.1,0.35,0.8072928935080652
2,1,1,2,0.4,0.1,0.5,0.807280082793887
2,1,1,9,0.6,0.1,0.5,0.8072479862732763
2,1,1,2,0.8,0.1,0.4,0.8072086064151662
2,1,1,5,0.25,0.1,0.3,0.8071456116048132
2,1,1,8,1.0,0.1,0.5,0.807123839109918
2,1,1,7,0.8,0.1,0.5,0.8070935148638482
2,1,1,7,0.05,0.1,0.2,0.807067021774252
2,1,1,7,0.8,0.1,0.45,0.8070494329315411
2,1,1,3,0.4,0.1,0.35,0.8070421896034281
2,1,1,3,0.3,0.1,0.35,0.8070048304737687
2,1,1,10,0.1,0.1,0.25,0.806961247964361
2,1,1,7,0.3,0.1,0.35,0.8069293268088987
2,1,1,5,0.2,0.1,0.3,0.806921053178325
2,1,1,8,0.2,0.1,0.3,0.8068944528083754
2,1,1,6,0.5,0.1,0.4,0.8068880478025023
2,1,1,6,0.15,0.1,0.3,0.8067816369928027
2,1,1,3,0.2,0.1,0.3,0.8067482304351972
2,1,1,3,0.6,0.1,0.4,0.8066475197436345
2,1,1,6,0.55,0.1,0.4,0.8066240637814265
2,1,1,9,0.95,0.1,0.5,0.8066087743896394
2,1,1,7,0.95,0.1,0.5,0.8065833302437743
2,1,1,6,0.65,0.1,0.45,0.806574592776842
2,1,1,2,0.4,0.1,0.45,0.8065650473056897
2,1,1,9,0.7,0.1,0.45,0.8065278113495259
2,1,1,9,1.0,0.1,0.5,0.8064892732665536
2,1,1,1,0.4,0.1,0.45,0.8064801643381561
2,1,1,6,0.2,0.1,0.3,0.806465313700846
2,1,1,4,0.2,0.1,0.25,0.8063965013396367
2,1,1,9,0.6,0.1,0.45,0.8062923348004839
2,1,1,2,0.5,0.1,0.45,0.8062749565869869
2,1,1,9,0.5,0.1,0.45,0.8062625095237897
2,1,1,10,1.0,0.1,0.5,0.806255472992851
2,1,1,7,0.45,0.1,0.4,0.8062479595940205
2,1,1,7,0.5,0.1,0.4,0.8061690431627954
2,1,1,10,0.15,0.1,0.25,0.8060967911839059
2,1,1,9,0.85,0.1,0.5,0.8060937144105075
2,1,1,4,0.15,0.1,0.25,0.8060809424601345
2,1,1,8,0.15,0.1,0.25,0.8060646854416026
2,1,1,8,0.1,0.1,0.2,0.8060012010800491
2,1,1,6,0.1,0.1,0.25,0.8059787428915417
2,1,1,7,0.9,0.1,0.5,0.8058534763707995
2,1,1,6,1.0,0.1,0.45,0.8058410375065266
2,1,1,3,1.0,0.1,0.4,0.8057450969503442
2,1,1,7,0.15,0.1,0.3,0.8057260951653031
2,1,1,2,0.35,0.1,0.45,0.8057016278934903
2,1,1,8,0.5,0.1,0.4,0.8056908336205594
2,1,1,9,0.45,0.1,0.45,0.80563194829975
2,1,1,8,0.6,0.1,0.45,0.8055500733362893
2,1,1,7,0.7,0.1,0.45,0.8055273731377735
2,1,1,7,0.1,0.1,0.25,0.8054276575429223
2,1,1,8,0.05,0.1,0.2,0.8053647702031137
2,1,1,7,0.75,0.1,0.45,0.8053413356284411
2,1,1,3,0.35,0.1,0.3,0.8053318540720259
2,1,1,3,0.95,0.1,0.4,0.805302981509674
2,1,1,7,0.2,0.1,0.3,0.8052944222498892
2,1,1,3,0.5,0.1,0.35,0.8052786204447132
2,1,1,8,0.75,0.1,0.5,0.8052642142702165
2,1,1,1,0.7,0.1,0.4,0.8052351348636914
2,1,1,1,0.35,0.1,0.45,0.8052083785009643
2,1,1,8,0.7,0.1,0.5,0.8051445067860102
2,1,1,4,0.3,0.1,0.3,0.8051372959461366
2,1,1,5,0.15,0.1,0.3,0.8051310703095769
2,1,1,7,0.15,0.1,0.25,0.8051294055308797
2,1,1,5,0.45,0.1,0.35,0.8051253292046595
2,1,1,8,0.4,0.1,0.4,0.8051241290619019
2,1,1,2,0.65,0.1,0.35,0.8051024523529414
2,1,1,10,0.55,0.1,0.45,0.8050729750857624
2,1,1,1,0.5,0.1,0.4,0.8050554420487147
2,1,1,6,0.4,0.1,0.35,0.8049844418405029
2,1,1,9,0.4,0.1,0.4,0.8049671725211996
2,1,1,6,0.15,0.1,0.25,0.8049635747124189
2,1,1,3,0.65,0.1,0.4,0.8049634735578357
2,1,1,1,0.65,0.1,0.4,0.8049312167217381
2,1,1,6,0.85,0.1,0.45,0.8049135530061886
2,1,1,1,0.55,0.1,0.4,0.8049091417654122
2,1,1,7,0.55,0.1,0.4,0.8048893466244565
2,1,1,6,0.85,0.1,0.4,0.804881681772102
2,1,1,9,0.5,0.1,0.4,0.8048169037161069
2,1,1,6,0.8,0.1,0.45,0.8048122847476472
2,1,1,6,0.8,0.1,0.4,0.8048080597127015
2,1,1,7,0.6,0.1,0.4,0.8048072313504576
2,1,1,2,0.5,0.1,0.4,0.8046801654799692
2,1,1,5,0.5,0.1,0.35,0.8046607516681238
2,1,1,9,0.45,0.1,0.4,0.8046446801672055
2,1,1,5,0.65,0.1,0.4,0.8046211653249679
2,1,1,2,0.15,0.1,0.3,0.8045938928770566
2,1,1,8,0.6,0.1,0.4,0.8045725976701921
2,1,1,4,1.0,0.1,0.4,0.8045635855974292
2,1,1,4,0.65,0.1,0.4,0.8045551477580498
2,1,1,3,0.25,0.1,0.3,0.8044410728445035
2,1,1,7,0.95,0.1,0.45,0.8044311336027529
2,1,1,4,0.5,0.1,0.35,0.8044289476390301
2,1,1,8,0.75,0.1,0.45,0.8043876933421608
2,1,1,9,0.3,0.1,0.35,0.804348944363312
2,1,1,3,0.55,0.1,0.35,0.8042625576148116
2,1,1,6,0.95,0.1,0.45,0.80416586300274
2,1,1,6,0.9,0.1,0.45,0.8041589462469458
2,1,1,4,0.55,0.1,0.35,0.8041570951704023
2,1,1,7,0.9,0.1,0.45,0.8041526965567184
2,1,1,4,0.1,0.1,0.25,0.8041426070620548
2,1,1,5,0.7,0.1,0.4,0.8041298849370285
2,1,1,3,0.5,0.1,0.3,0.804108089193002
2,1,1,6,0.9,0.1,0.4,0.8041040476840859
2,1,1,6,0.95,0.1,0.4,0.8040265724909642
2,1,1,9,0.35,0.1,0.35,0.8039894078900424
2,1,1,9,0.85,0.1,0.45,0.8039298594234798
2,1,1,7,0.45,0.1,0.35,0.8039138605583579
2,1,1,8,0.45,0.1,0.4,0.803908007923087
2,1,1,7,0.05,0.1,0.15,0.8038812082521234
2,1,1,2,0.6,0.1,0.35,0.8038072214596819
2,1,1,1,0.2,0.1,0.35,0.8038006775954002
2,1,1,3,0.45,0.1,0.3,0.8037972451533703
2,1,1,6,0.45,0.1,0.35,0.8037828768253474
2,1,1,10,0.5,0.1,0.4,0.8037628886882816
2,1,1,9,0.95,0.1,0.45,0.8037442199644973
2,1,1,2,0.35,0.1,0.4,0.8037441862573098
2,1,1,6,0.65,0.1,0.4,0.8037405730568121
2,1,1,6,0.7,0.1,0.4,0.8036850299357353
2,1,1,2,0.15,0.1,0.25,0.8036828835324279
2,1,1,2,0.7,0.1,0.35,0.8036796137761194
2,1,1,2,0.8,0.1,0.35,0.8036768086345377
2,1,1,6,1.0,0.1,0.4,0.8036696334422881
2,1,1,1,0.15,0.1,0.25,0.8036516914408957
2,1,1,3,0.15,0.1,0.25,0.8036428189408973
2,1,1,4,0.3,0.1,0.25,0.8036338889903479
2,1,1,5,0.55,0.1,0.35,0.8035815563869187
2,1,1,4,0.15,0.1,0.2,0.803580739549589
2,1,1,7,0.5,0.1,0.35,0.8035744309311202
2,1,1,2,0.75,0.1,0.35,0.8035606191886789
2,1,1,6,0.35,0.1,0.3,0.8035446464273714
2,1,1,9,0.1,0.1,0.2,0.8035245127317264
2,1,1,8,0.65,0.1,0.4,0.8035222206960096
2,1,1,4,0.45,0.1,0.3,0.8034735253050554
2,1,1,10,0.1,0.1,0.2,0.8034312385639375
2,1,1,5,0.15,0.1,0.25,0.8034282478136604
2,1,1,5,0.3,0.1,0.3,0.8034265712879323
2,1,1,2,0.85,0.1,0.35,0.8034232545952648
2,1,1,5,0.1,0.1,0.2,0.8034135389813513
2,1,1,6,0.5,0.1,0.35,0.8034015048432658
2,1,1,7,0.1,0.1,0.2,0.8033660817809505
2,1,1,5,0.75,0.1,0.4,0.8033353169680647
2,1,1,8,0.35,0.1,0.35,0.8032965468141641
2,1,1,8,0.15,0.1,0.2,0.8032607716880494
2,1,1,9,0.25,0.1,0.3,0.803258115928187
2,1,1,9,0.7,0.1,0.4,0.8032259969709873
2,1,1,8,1.0,0.1,0.45,0.8031878931021031
2,1,1,9,0.15,0.1,0.2,0.8031792897066007
2,1,1,1,0.25,0.1,0.35,0.8031669956453913
2,1,1,8,0.45,0.1,0.35,0.8031505397447465
2,1,1,5,0.2,0.1,0.25,0.803099926554481
2,1,1,4,0.95,0.1,0.4,0.803090268347742
2,1,1,10,0.9,0.1,0.45,0.8030198765583642
2,1,1,4,0.1,0.1,0.2,0.8030119907901536
2,1,1,5,0.4,0.1,0.3,0.8030043951269695
2,1,1,5,0.35,0.1,0.3,0.8029829225933113
2,1,1,2,0.45,0.1,0.4,0.8028346967892778
2,1,1,6,0.6,0.1,0.4,0.8028235211994013
2,1,1,4,0.1,0.1,0.15,0.8027371990909395
2,1,1,4,0.35,0.1,0.3,0.8027355823273205
2,1,1,9,0.6,0.1,0.4,0.8027328350514863
2,1,1,2,0.4,0.1,0.4,0.8027328035576874
2,1,1,8,0.25,0.1,0.3,0.8027298331028271
2,1,1,4,0.4,0.1,0.3,0.8026955580860892
2,1,1,3,0.65,0.1,0.35,0.8026606126963356
2,1,1,5,0.45,0.1,0.3,0.8026228054228791
2,1,1,3,0.3,0.1,0.3,0.8026179144774651
2,1,1,10,0.85,0.1,0.45,0.8026044897242588
2,1,1,7,0.25,0.1,0.3,0.8026002337041647
2,1,1,2,0.9,0.1,0.35,0.8025601645404705
2,1,1,2,0.25,0.1,0.35,0.8025500718038143
2,1,1,9,0.65,0.1,0.4,0.8025194374038481
2,1,1,7,1.0,0.1,0.45,0.8024755356112898
2,1,1,9,0.05,0.1,0.2,0.8023668586278134
2,1,1,9,0.2,0.1,0.25,0.8023339526353154
2,1,1,3,0.6,0.1,0.35,0.8023285068235904
2,1,1,4,0.5,0.1,0.3,0.8023206013354732
2,1,1,2,0.2,0.1,0.3,0.8023103449416421
2,1,1,8,0.7,0.1,0.45,0.8022798141887791
2,1,1,3,0.4,0.1,0.3,0.802244994787834
2,1,1,9,0.3,0.1,0.3,0.8022035427861394
2,1,1,2,0.3,0.1,0.4,0.8021304199088658
2,1,1,6,0.05,0.1,0.2,0.8020934319861489
2,1,1,7,0.3,0.1,0.3,0.8020920776886761
2,1,1,5,1.0,0.1,0.4,0.8020911089185596
2,1,1,10,0.05,0.1,0.2,0.8020324641143394
2,1,1,7,0.35,0.1,0.35,0.8020286131567558
2,1,1,6,0.05,0.1,0.15,0.802024568310955
2,1,1,2,1.0,0.1,0.35,0.8019745937483218
2,1,1,6,0.1,0.1,0.2,0.8019743798452199
2,1,1,3,0.1,0.1,0.25,0.8019679846268726
2,1,1,10,0.55,0.1,0.4,0.8019453110018119
2,1,1,1,0.2,0.1,0.3,0.8019269258289213
2,1,1,1,0.35,0.1,0.4,0.8019069050006559
2,1,1,8,0.3,0.1,0.3,0.8018977076342574
2,1,1,9,0.55,0.1,0.4,0.8018947693721371
2,1,1,8,0.4,0.1,0.35,0.8018486436231151
2,1,1,5,0.8,0.1,0.4,0.8017589454689195
2,1,1,1,0.4,0.1,0.4,0.8017564691411396
2,1,1,3,0.3,0.1,0.25,0.8017520664891199
2,1,1,4,0.75,0.1,0.35,0.8017440846088496
2,1,1,7,0.4,0.1,0.35,0.8017176616314838
2,1,1,1,0.6,0.1,0.4,0.8017004833515907
2,1,1,8,0.05,0.1,0.15,0.8016644977022225
2,1,1,10,0.65,0.1,0.4,0.8016330441416916
2,1,1,9,1.0,0.1,0.45,0.8015976018840808
2,1,1,5,0.05,0.1,0.1,0.8014793451497189
2,1,1,6,0.15,0.1,0.2,0.8014770139925375
2,1,1,6,0.25,0.1,0.3,0.8014712473435684
2,1,1,7,0.8,0.1,0.4,0.8014614359345922
2,1,1,9,0.4,0.1,0.35,0.8014448305028629
2,1,1,2,0.35,0.1,0.35,0.8014430982944074
2,1,1,8,0.2,0.1,0.25,0.8013456838266031
2,1,1,4,0.35,0.1,0.25,0.8012520684395945
2,1,1,7,0.75,0.1,0.4,0.8012342821896021
2,1,1,6,0.6,0.1,0.35,0.801209026239939
2,1,1,9,0.05,0.1,0.15,0.8011520032969294
2,1,1,7,0.35,0.1,0.3,0.8011063829199674
2,1,1,1,0.35,0.1,0.35,0.8010802581211909
2,1,1,10,0.95,0.1,0.45,0.8010481274764244
2,1,1,3,0.55,0.1,0.3,0.8010138443536137
2,1,1,3,0.1,0.1,0.2,0.8010131861056892
2,1,1,7,0.55,0.1,0.35,0.800964128036303
2,1,1,6,0.55,0.1,0.35,0.8009347297378729
2,1,1,3,0.2,0.1,0.25,0.800825804476006
2,1,1,3,0.35,0.1,0.25,0.8008178191911485
2,1,1,7,0.15,0.1,0.2,0.8008049536128838
2,1,1,10,0.15,0.1,0.2,0.8007844290297491
2,1,1,10,0.25,0.1,0.3,0.8007713618882875
2,1,1,7,0.7,0.1,0.4,0.8007264892200452
2,1,1,2,0.55,0.1,0.35,0.8006922956599632
2,1,1,1,0.4,0.1,0.35,0.8006514065294407
2,1,1,2,0.5,0.1,0.35,0.8006470566003214
2,1,1,4,0.7,0.1,0.4,0.8006019667075772
2,1,1,7,0.65,0.1,0.4,0.8005991120546689
2,1,1,5,0.15,0.1,0.2,0.8005928923208365
2,1,1,6,0.4,0.1,0.3,0.800555310516281
2,1,1,5,0.6,0.1,0.35,0.8005399375019022
2,1,1,4,0.6,0.1,0.35,0.8005304483594214
2,1,1,7,0.2,0.1,0.25,0.8005244727980614
2,1,1,7,0.8,0.1,0.35,0.8005094862989975
2,1,1,1,0.7,0.1,0.35,0.8004591158310586
2,1,1,10,0.95,0.1,0.4,0.800443509353968
2,1,1,4,0.9,0.1,0.4,0.8004304033966179
2,1,1,1,0.2,0.1,0.25,0.8004287394884815
2,1,1,5,0.65,0.1,0.35,0.8003541451795806
2,1,1,1,0.65,0.1,0.35,0.800315159974116
2,1,1,1,0.25,0.1,0.3,0.8003098678296261
2,1,1,1,0.3,0.1,0.3,0.8002337198417759
2,1,1,10,1.0,0.1,0.45,0.8002183027892056
2,1,1,1,0.15,0.1,0.2,0.8001706783429292
2,1,1,5,0.3,0.1,0.25,0.80014709384756
2,1,1,7,0.65,0.1,0.35,0.8001406479928467
2,1,1,4,0.05,0.1,0.2,0.800048688280444
2,1,1,3,0.25,0.1,0.25,0.800009478666188
2,1,1,6,0.05,0.1,0.1,0.7999775989162897
2,1,1,5,0.5,0.1,0.3,0.7998831818875347
2,1,1,4,0.65,0.1,0.35,0.7998609091599
2,1,1,8,0.35,0.1,0.3,0.7997987761369947
2,1,1,5,0.7,0.1,0.35,0.7997357769067824
2,1,1,1,0.6,0.1,0.35,0.79973519895458
2,1,1,6,0.65,0.1,0.35,0.7996472715579935
2,1,1,3,0.1,0.1,0.15,0.7996150105295905
2,1,1,9,0.35,0.1,0.3,0.7995716587968626
2,1,1,6,0.1,0.1,0.15,0.7995445662281175
2,1,1,3,0.15,0.1,0.2,0.7995280026266576
2,1,1,6,0.3,0.1,0.3,0.7994885906772872
2,1,1,7,0.9,0.1,0.4,0.7994767680867574
2,1,1,1,0.5,0.1,0.35,0.7994668469634627
2,1,1,4,0.7,0.1,0.35,0.7994548655027156
2,1,1,2,0.3,0.1,0.35,0.7994346550718795
2,1,1,7,0.6,0.1,0.35,0.7993378057068196
2,1,1,8,1.0,0.1,0.4,0.7992651038748232
2,1,1,10,0.85,0.1,0.4,0.7992415199918702
2,1,1,2,0.25,0.1,0.3,0.7992020449075538
2,1,1,7,0.7,0.1,0.35,0.7991809812259055
2,1,1,8,0.75,0.1,0.4,0.7991662162500655
2,1,1,4,0.25,0.1,0.25,0.7991180704029531
2,1,1,9,0.85,0.1,0.4,0.7991101627083125
2,1,1,7,0.75,0.1,0.35,0.7990932060440387
2,1,1,5,0.75,0.1,0.35,0.7990434115988311
2,1,1,2,0.4,0.1,0.35,0.798996912258971
2,1,1,10,0.9,0.1,0.4,0.798984751302801
2,1,1,8,0.5,0.1,0.35,0.7989788826646284
2,1,1,5,0.25,0.1,0.25,0.7989243091590629
2,1,1,7,1.0,0.1,0.4,0.7989110210215349
2,1,1,10,0.2,0.1,0.25,0.7988931267781613
2,1,1,9,1.0,0.1,0.4,0.7988755307085439
2,1,1,1,0.55,0.1,0.35,0.7988659115077643
2,1,1,4,0.8,0.1,0.35,0.7988644143527559
2,1,1,8,0.6,0.1,0.35,0.798842684460861
2,1,1,8,0.1,0.1,0.15,0.7988339638630527
2,1,1,4,0.85,0.1,0.4,0.798715588874615
2,1,1,6,0.2,0.1,0.25,0.7986574266269858
2,1,1,9,0.95,0.1,0.4,0.7985614459831801
2,1,1,10,1.0,0.1,0.4,0.7985566084929595
2,1,1,2,0.55,0.1,0.3,0.7985481283827419
2,1,1,6,0.95,0.1,0.35,0.7985066534853628
2,1,1,7,0.95,0.1,0.4,0.7984426329284636
2,1,1,2,0.45,0.1,0.35,0.7984331028371375
2,1,1,6,1.0,0.1,0.35,0.7984227373425095
2,1,1,8,0.75,0.1,0.35,0.7983683061688474
2,1,1,7,0.1,0.1,0.15,0.7983110207363383
2,1,1,3,0.6,0.1,0.3,0.7982879801735948
2,1,1,5,0.8,0.1,0.35,0.7982587750725921
2,1,1,8,0.7,0.1,0.4,0.798256607627881
2,1,1,9,0.1,0.1,0.15,0.7981776887194476
2,1,1,2,0.15,0.1,0.2,0.7981303874256529
2,1,1,6,0.8,0.1,0.35,0.798128235378502
2,1,1,6,0.25,0.1,0.25,0.7981225955169496
2,1,1,3,1.0,0.1,0.35,0.7980340264663627
2,1,1,7,0.4,0.1,0.3,0.7979586205241368
2,1,1,1,0.6,0.1,0.3,0.7978625730090819
2,1,1,6,0.9,0.1,0.35,0.7977994185722694
2,1,1,7,0.9,0.1,0.35,0.7977875098072766
2,1,1,5,1.0,0.1,0.35,0.797778564879418
2,1,1,9,0.45,0.1,0.35,0.7977525694867867
2,1,1,7,0.05,0.1,0.1,0.7977263859505876
2,1,1,10,0.55,0.1,0.35,0.7977234795437004
2,1,1,7,1.0,0.1,0.35,0.7977161833483474
2,1,1,7,0.25,0.1,0.25,0.797710684594266
2,1,1,1,0.45,0.1,0.3,0.7976691953644158
2,1,1,9,0.6,0.1,0.35,0.7976300080970409
2,1,1,1,0.4,0.1,0.3,0.7976194477040603
2,1,1,6,0.7,0.1,0.35,0.7975881385233292
2,1,1,10,0.05,0.1,0.15,0.7975581677824621
2,1,1,3,0.95,0.1,0.35,0.7974697621840232
2,1,1,4,0.25,0.1,0.2,0.7974248027158788
2,1,1,2,0.3,0.1,0.3,0.7973355528210869
2,1,1,7,0.95,0.1,0.35,0.7972855449772629
2,1,1,9,1.0,0.1,0.35,0.7972587379064414
2,1,1,5,0.35,0.1,0.25,0.7972065365037178
2,1,1,1,0.5,0.1,0.3,0.7972022099585706
2,1,1,3,0.25,0.1,0.2,0.7971304058955092
2,1,1,2,0.6,0.1,0.3,0.7970492864912743
2,1,1,3,0.2,0.1,0.2,0.7970286074580181
2,1,1,1,0.35,0.1,0.3,0.7970127274615102
2,1,1,4,0.05,0.1,0.15,0.797010225592542
2,1,1,10,0.9,0.1,0.35,0.7969670512936442
2,1,1,8,0.25,0.1,0.25,0.7969575225078559
2,1,1,6,0.85,0.1,0.35,0.7969566363017638
2,1,1,8,0.7,0.1,0.35,0.7969071069893714
2,1,1,2,0.2,0.1,0.25,0.7968312785206224
2,1,1,7,1.0,0.1,0.3,0.7968064917715457
2,1,1,2,0.1,0.1,0.15,0.7968024354048503
2,1,1,8,1.0,0.1,0.35,0.7967644403050832
2,1,1,5,0.1,0.1,0.15,0.7967095831897284
2,1,1,4,1.0,0.1,0.35,0.7966065741522607
2,1,1,10,0.5,0.1,0.35,0.7965942577081923
2,1,1,9,0.5,0.1,0.35,0.7965317156271439
2,1,1,3,0.55,0.1,0.25,0.7964615872012585
2,1,1,9,0.25,0.1,0.25,0.796460070193709
2,1,1,2,0.4,0.1,0.3,0.7964304229298119
2,1,1,10,0.85,0.1,0.35,0.7963839349229359
2,1,1,6,0.95,0.1,0.3,0.7963802242573214
2,1,1,9,0.75,0.1,0.3,0.7963723336364079
2,1,1,10,0.1,0.1,0.15,0.7963666851997958
2,1,1,3,0.45,0.1,0.25,0.7963552768053886
2,1,1,9,0.95,0.1,0.35,0.7963445703137602
2,1,1,10,0.95,0.1,0.35,0.7963157955344494
2,1,1,3,0.4,0.1,0.25,0.7963080176219025
2,1,1,2,0.45,0.1,0.3,0.7963037681517982
2,1,1,9,0.55,0.1,0.35,0.7962969070468232
2,1,1,4,0.2,0.1,0.2,0.7962911488725565
2,1,1,10,1.0,0.1,0.35,0.7962442276597234
2,1,1,5,0.2,0.1,0.2,0.7962289016045491
2,1,1,4,1.0,0.1,0.3,0.7962269990281505
2,1,1,10,0.8,0.1,0.3,0.7962100659988193
2,1,1,4,0.05,0.1,0.1,0.7961393630767885
2,1,1,10,0.75,0.1,0.3,0.7961382246016715
2,1,1,9,0.55,0.1,0.3,0.796072100784692
2,1,1,3,0.5,0.1,0.25,0.7960646946778562
2,1,1,4,0.85,0.1,0.35,0.7960532770335956
2,1,1,10,0.9,0.1,0.3,0.7960042786973612
2,1,1,5,0.65,0.1,0.3,0.795972897156881
2,1,1,5,1.0,0.1,0.3,0.7959645623123013
2,1,1,10,0.85,0.1,0.3,0.7959082631705919
2,1,1,2,0.5,0.1,0.3,0.7959014348077059
2,1,1,3,0.15,0.1,0.15,0.7957422022771367
2,1,1,1,0.55,0.1,0.3,0.7956969591469961
2,1,1,5,1.0,0.1,0.25,0.7956686341056841
2,1,1,4,0.95,0.1,0.35,0.7956667327430431
2,1,1,4,0.55,0.1,0.3,0.795654313676294
2,1,1,5,0.25,0.1,0.2,0.7956487237537415
2,1,1,3,1.0,0.1,0.3,0.7955919580257219
2,1,1,6,0.3,0.1,0.25,0.7954857028038369
2,1,1,6,0.9,0.1,0.3,0.7954537387247228
2,1,1,7,0.9,0.1,0.3,0.7954374696139762
2,1,1,6,1.0,0.1,0.3,0.7954290918380175
2,1,1,7,0.7,0.1,0.3,0.7954121729671948
2,1,1,5,0.95,0.1,0.25,0.7954078123460658
2,1,1,10,0.7,0.1,0.3,0.7954010089689142
2,1,1,9,0.85,0.1,0.35,0.7953582759334
2,1,1,10,0.25,0.1,0.25,0.795356394736339
2,1,1,3,0.65,0.1,0.3,0.7953284418725204
2,1,1,9,0.95,0.1,0.3,0.7953186604407431
2,1,1,7,0.75,0.1,0.3,0.7953058673926459
2,1,1,8,0.6,0.1,0.3,0.795266162016574
2,1,1,9,0.7,0.1,0.35,0.7952018203061177
2,1,1,3,0.95,0.1,0.3,0.7951858615968982
2,1,1,3,0.6,0.1,0.25,0.7951741988038904
2,1,1,10,0.95,0.1,0.3,0.7951666480015384
2,1,1,2,0.65,0.1,0.3,0.7950913480275092
2,1,1,1,0.1,0.1,0.15,0.7950891335918077
2,1,1,10,0.55,0.1,0.3,0.7950797042386781
2,1,1,9,0.9,0.1,0.3,0.795041252482193
2,1,1,8,1.0,0.1,0.3,0.7950337104826072
2,1,1,8,0.65,0.1,0.35,0.7950226284741087
2,1,1,10,0.65,0.1,0.35,0.7950204544937508
2,1,1,5,0.9,0.1,0.25,0.7950117945777894
2,1,1,9,0.8,0.1,0.25,0.7949989488230619
2,1,1,5,0.6,0.1,0.3,0.7949942505094834
2,1,1,4,0.95,0.1,0.3,0.794947227706719
2,1,1,5,0.4,0.1,0.25,0.7949230438403492
2,1,1,8,0.85,0.1,0.25,0.7949198336448592
2,1,1,7,0.35,0.1,0.25,0.794830216262828
2,1,1,8,0.95,0.1,0.25,0.7948173460343879
2,1,1,6,0.5,0.1,0.3,0.7948140731821216
2,1,1,2,0.35,0.1,0.3,0.7948009514919508
2,1,1,7,0.95,0.1,0.3,0.7947815320363301
2,1,1,6,0.45,0.1,0.3,0.7947547090305089
2,1,1,9,0.7,0.1,0.3,0.794748669416791
2,1,1,8,0.9,0.1,0.25,0.7947345745573786
2,1,1,9,1.0,0.1,0.3,0.7947122891501418
2,1,1,7,0.75,0.1,0.25,0.794696110435574
2,1,1,5,0.85,0.1,0.25,0.7946925392196037
2,1,1,4,1.0,0.1,0.25,0.7946871157605704
2,1,1,9,0.65,0.1,0.35,0.794682929522441
2,1,1,8,0.5,0.1,0.3,0.7946784726031896
2,1,1,7,0.9,0.1,0.25,0.7946761762993874
2,1,1,5,0.55,0.1,0.3,0.7946487170272057
2,1,1,8,0.3,0.1,0.25,0.7946093374206434
2,1,1,9,0.3,0.1,0.25,0.7946082696181911
2,1,1,7,0.45,0.1,0.3,0.7945966643362293
2,1,1,3,1.0,0.1,0.25,0.794596138769161
2,1,1,8,0.65,0.1,0.3,0.7945933306267915
2,1,1,4,0.65,0.1,0.3,0.7945865032284832
2,1,1,4,0.9,0.1,0.35,0.794560820546504
2,1,1,4,0.45,0.1,0.25,0.7945598221972189
2,1,1,7,0.8,0.1,0.3,0.7945578215878994
2,1,1,1,0.3,0.1,0.25,0.7945209199380967
2,1,1,7,0.6,0.1,0.3,0.7945165579020728
2,1,1,1,0.2,0.1,0.2,0.7945100801592156
2,1,1,4,0.6,0.1,0.3,0.7945001785620766
2,1,1,8,0.6,0.1,0.25,0.7944968634587023
2,1,1,10,0.6,0.1,0.25,0.7944622011880147
2,1,1,7,0.65,0.1,0.3,0.794458623126692
2,1,1,10,0.5,0.1,0.3,0.7944276547000132
2,1,1,6,0.85,0.1,0.3,0.7944253680824992
2,1,1,1,0.25,0.1,0.25,0.7944207472802509
2,1,1,2,0.35,0.1,0.25,0.794419831396202
2,1,1,3,0.95,0.1,0.25,0.794415335002242
2,1,1,2,0.4,0.1,0.25,0.7943592301962248
2,1,1,3,0.85,0.1,0.25,0.7943532504956643
2,1,1,3,0.8,0.1,0.25,0.7943509543706655
2,1,1,7,0.2,0.1,0.2,0.7943379152135753
2,1,1,5,0.7,0.1,0.3,0.7943077075665849
2,1,1,10,0.65,0.1,0.3,0.7942754747727179
2,1,1,4,0.4,0.1,0.25,0.7942736381928955
2,1,1,9,0.5,0.1,0.3,0.7942731415336107
2,1,1,8,0.55,0.1,0.25,0.7942552724314701
2,1,1,3,0.9,0.1,0.25,0.794226336079235
2,1,1,3,0.75,0.1,0.25,0.7942172295602986
2,1,1,8,0.45,0.1,0.3,0.7941403460919461
2,1,1,4,0.75,0.1,0.3,0.7941286827328026
