num_pairs,n_other,n_self,cutoff_word_global_lm,k_other,k_self,lambda_local,fscore
4,1,1,6,0.5,0.1,0.2,0.8588714363712082
4,1,1,4,0.75,0.1,0.05,0.8588153526859671
4,1,1,3,0.7,0.1,0.05,0.8587914326373285
4,1,1,7,0.8,0.1,0.05,0.8587762757032191
4,1,1,4,0.8,0.1,0.05,0.858733164664158
4,1,1,4,0.85,0.1,0.05,0.8587032931248526
4,1,1,6,0.5,0.1,0.15,0.8586441483775061
5,1,1,5,0.9,0.1,0.05,0.8585894012385776
5,1,1,5,0.85,0.1,0.05,0.8584995846667876
5,1,1,5,0.95,0.1,0.05,0.8584667688043353
5,1,1,7,0.65,0.1,0.25,0.8584271021880087
5,1,1,4,0.7,0.1,0.05,0.8584200340219027
5,1,1,3,0.85,0.1,0.05,0.858403655721632
4,1,1,8,0.65,0.1,0.05,0.8583817935537554
5,1,1,6,0.75,0.1,0.2,0.8583538461795538
5,1,1,4,0.8,0.1,0.05,0.858275362759971
5,1,1,4,0.65,0.1,0.05,0.8582466755131218
4,1,1,7,0.65,0.1,0.05,0.8581949301886166
4,1,1,7,0.7,0.1,0.05,0.8581656653751821
4,1,1,8,0.6,0.1,0.05,0.8581201635490847
5,1,1,8,0.65,0.1,0.25,0.8581066620646892
5,1,1,4,0.75,0.1,0.05,0.8579860676240639
4,1,1,8,0.7,0.1,0.05,0.8579334737172776
4,1,1,4,0.5,0.1,0.15,0.8578446075934039
5,1,1,8,0.9,0.1,0.1,0.8578282108992324
4,1,1,4,0.7,0.1,0.05,0.8577294748242033
5,1,1,8,0.95,0.1,0.1,0.8576870339840367
5,1,1,6,0.5,0.1,0.1,0.8575961800011812
5,1,1,5,1.0,0.1,0.05,0.8575744715098632
5,1,1,3,0.95,0.1,0.05,0.857549188444415
5,1,1,7,0.5,0.1,0.1,0.8574941355038241
5,1,1,3,0.9,0.1,0.05,0.8574800799677988
4,1,1,3,0.5,0.1,0.15,0.8574648395888527
5,1,1,9,0.65,0.1,0.3,0.8574374847505868
4,1,1,9,0.55,0.1,0.05,0.8574184606310726
5,1,1,5,0.8,0.1,0.05,0.8574005341792991
5,1,1,6,0.8,0.1,0.1,0.8573863215242783
5,1,1,5,0.7,0.1,0.1,0.857356678079666
5,1,1,6,1.0,0.1,0.05,0.8573402287480297
5,1,1,6,0.55,0.1,0.1,0.8573333609638131
5,1,1,5,0.75,0.1,0.1,0.8573260887300935
5,1,1,8,1.0,0.1,0.1,0.8572868659748418
5,1,1,3,0.5,0.1,0.05,0.8572324345271176
4,1,1,5,0.6,0.1,0.05,0.8572242336842544
4,1,1,9,0.5,0.1,0.05,0.8571815544387444
5,1,1,6,0.95,0.1,0.1,0.8570912038707003
4,1,1,6,0.6,0.1,0.05,0.8570768431077014
5,1,1,6,0.85,0.1,0.1,0.8570146338558032
5,1,1,8,0.95,0.1,0.05,0.8570021942884057
5,1,1,7,0.85,0.1,0.1,0.8569833735372753
5,1,1,6,0.7,0.1,0.1,0.856980757052896
4,1,1,6,0.65,0.1,0.05,0.8569643082703854
4,1,1,8,0.55,0.1,0.05,0.856914641885885
5,1,1,7,0.75,0.1,0.1,0.8568874176624203
5,1,1,4,1.0,0.1,0.05,0.8568830745428975
5,1,1,4,0.95,0.1,0.05,0.8568806414902617
5,1,1,4,0.9,0.1,0.05,0.8568792724186838
5,1,1,8,0.9,0.1,0.05,0.856870288429786
5,1,1,5,0.6,0.1,0.1,0.8568603312997906
5,1,1,5,0.65,0.1,0.1,0.8568603312997906
4,1,1,3,0.65,0.1,0.05,0.8568493832361754
5,1,1,8,0.5,0.1,0.15,0.8568431686786614
5,1,1,7,0.8,0.1,0.1,0.8568220456832495
5,1,1,9,1.0,0.1,0.1,0.8568136766382564
5,1,1,10,0.5,0.1,0.2,0.8568128048814372
5,1,1,4,0.85,0.1,0.05,0.8568013973774659
5,1,1,5,0.55,0.1,0.1,0.8567978620034248
5,1,1,3,1.0,0.1,0.05,0.8567904482713781
4,1,1,5,0.75,0.1,0.1,0.8567611689676072
5,1,1,6,0.9,0.1,0.15,0.8567484649512904
5,1,1,6,0.85,0.1,0.05,0.8566699016360282
4,1,1,4,0.65,0.1,0.05,0.8566608105211218
5,1,1,9,0.75,0.1,0.15,0.85662369763753
4,1,1,5,0.7,0.1,0.05,0.8566173832451522
5,1,1,6,0.6,0.1,0.1,0.8565987697626843
4,1,1,4,0.6,0.1,0.05,0.8565760382747817
5,1,1,9,0.5,0.1,0.15,0.8565718784358295
5,1,1,6,0.8,0.1,0.05,0.8565691454041016
5,1,1,3,0.8,0.1,0.05,0.8565676594400612
5,1,1,6,0.9,0.1,0.1,0.8565626373065552
5,1,1,9,0.95,0.1,0.05,0.8565053805674617
5,1,1,10,0.9,0.1,0.15,0.8564954081007338
5,1,1,7,0.55,0.1,0.1,0.8564908029619827
5,1,1,5,0.6,0.1,0.05,0.8564514746958052
4,1,1,1,0.65,0.1,0.05,0.8564164284439016
5,1,1,5,0.65,0.1,0.05,0.8564094712649098
5,1,1,5,0.5,0.1,0.1,0.8563943565438064
4,1,1,5,0.65,0.1,0.05,0.8563913618020923
5,1,1,6,0.75,0.1,0.15,0.8563856397193318
5,1,1,6,0.75,0.1,0.1,0.8563766205936446
4,1,1,1,0.7,0.1,0.05,0.8563057012557287
5,1,1,7,1.0,0.1,0.05,0.8563010032865356
5,1,1,7,0.9,0.1,0.1,0.8562284109652861
5,1,1,6,0.95,0.1,0.05,0.8561899689050146
5,1,1,10,0.75,0.1,0.15,0.8561750429913523
5,1,1,9,0.85,0.1,0.05,0.8561636292366334
5,1,1,3,0.55,0.1,0.05,0.8561635765451534
5,1,1,7,0.7,0.1,0.15,0.8561418633617975
5,1,1,4,0.5,0.1,0.1,0.8561418424358481
5,1,1,3,0.6,0.1,0.05,0.8561368862511106
5,1,1,6,0.65,0.1,0.15,0.8561207643154738
5,1,1,3,0.65,0.1,0.05,0.8561154337164841
4,1,1,5,0.75,0.1,0.05,0.8561128957410606
5,1,1,10,1.0,0.1,0.2,0.856102447383618
5,1,1,10,0.95,0.1,0.2,0.8560756849443888
5,1,1,9,0.9,0.1,0.05,0.8560614428764238
5,1,1,5,0.75,0.1,0.05,0.8560416950744941
5,1,1,10,0.85,0.1,0.05,0.8560403712878695
5,1,1,7,0.65,0.1,0.2,0.8560318497937711
5,1,1,8,0.65,0.1,0.2,0.8560242292826219
5,1,1,5,0.55,0.1,0.05,0.8560232286253769
5,1,1,10,0.95,0.1,0.15,0.8560227665036463
5,1,1,10,1.0,0.1,0.15,0.8560227665036463
5,1,1,10,0.9,0.1,0.1,0.8560181952476839
5,1,1,8,0.55,0.1,0.15,0.8560100776403465
5,1,1,10,0.9,0.1,0.05,0.8559863457878255
5,1,1,4,0.55,0.1,0.05,0.8559556780000763
5,1,1,4,0.6,0.1,0.05,0.8559556780000763
4,1,1,3,0.6,0.1,0.05,0.8559496081511664
4,1,1,3,0.55,0.1,0.05,0.8559209280815828
5,1,1,4,0.5,0.1,0.05,0.8559080958947035
5,1,1,5,0.7,0.1,0.05,0.8558917755107601
5,1,1,8,1.0,0.1,0.05,0.8558858538402384
5,1,1,10,0.55,0.1,0.15,0.8558324546932146
5,1,1,6,0.9,0.1,0.05,0.8557624880020963
5,1,1,10,0.8,0.1,0.15,0.8557431728578281
4,1,1,2,0.65,0.1,0.05,0.8557244205812184
4,1,1,2,0.7,0.1,0.05,0.8557244205812184
5,1,1,9,0.8,0.1,0.15,0.8557238195437452
5,1,1,8,0.8,0.1,0.1,0.8556911960522277
4,1,1,8,0.5,0.1,0.05,0.8556847116473584
5,1,1,7,0.7,0.1,0.1,0.8556835529848789
5,1,1,8,0.85,0.1,0.05,0.8556447648331602
4,1,1,5,0.5,0.1,0.05,0.8556444104003536
5,1,1,10,0.7,0.1,0.15,0.8556377332729314
5,1,1,7,0.6,0.1,0.15,0.8556263769407458
5,1,1,7,0.65,0.1,0.15,0.8556263769407458
5,1,1,7,0.95,0.1,0.1,0.8556103559275909
5,1,1,9,0.65,0.1,0.25,0.8556012787925548
5,1,1,3,0.7,0.1,0.05,0.855580171025577
5,1,1,6,0.65,0.1,0.1,0.8555433984342692
5,1,1,10,0.8,0.1,0.1,0.8555322917574798
5,1,1,9,0.75,0.1,0.1,0.8555146483100264
5,1,1,8,0.75,0.1,0.1,0.8555052262133916
5,1,1,9,0.8,0.1,0.1,0.8555031042984824
4,1,1,1,0.6,0.1,0.1,0.8554861709352235
5,1,1,6,0.75,0.1,0.05,0.8554066580314913
5,1,1,6,0.7,0.1,0.05,0.8553690886121127
5,1,1,3,0.75,0.1,0.05,0.8552965359840746
4,1,1,7,0.6,0.1,0.05,0.8552381705609553
4,1,1,4,0.55,0.1,0.05,0.8551964152473003
5,1,1,10,1.0,0.1,0.1,0.8551617774290983
5,1,1,10,0.6,0.1,0.15,0.85515720451217
5,1,1,6,0.65,0.1,0.05,0.855116343037044
5,1,1,10,0.65,0.1,0.15,0.8551132233283262
5,1,1,7,0.95,0.1,0.05,0.8551056961338349
5,1,1,8,0.5,0.1,0.1,0.855080827180107
5,1,1,10,0.95,0.1,0.1,0.8550326853688933
5,1,1,7,0.9,0.1,0.05,0.8550266526561541
5,1,1,10,0.5,0.1,0.15,0.8550017458093175
5,1,1,10,0.75,0.1,0.1,0.8549989727241608
5,1,1,8,0.55,0.1,0.1,0.8549856005914923
5,1,1,7,0.65,0.1,0.1,0.8549814077500831
5,1,1,9,0.7,0.1,0.1,0.8549780045448793
4,1,1,6,0.55,0.1,0.05,0.854970971465078
5,1,1,7,0.85,0.1,0.05,0.8549703589955371
5,1,1,9,0.65,0.1,0.2,0.8548904828231706
5,1,1,6,0.6,0.1,0.05,0.8548754417798469
4,1,1,2,0.55,0.1,0.05,0.8548626599925292
4,1,1,2,0.6,0.1,0.05,0.8548626599925292
4,1,1,5,0.55,0.1,0.05,0.8548599638136741
4,1,1,2,0.5,0.1,0.05,0.8548498922977845
5,1,1,2,0.9,0.1,0.05,0.8548420029333319
4,1,1,1,0.6,0.1,0.05,0.8547892369101202
4,1,1,7,0.55,0.1,0.05,0.854750489155189
5,1,1,10,0.95,0.1,0.05,0.854740317165246
5,1,1,9,0.65,0.1,0.15,0.8547221182484986
5,1,1,5,0.5,0.1,0.05,0.8546290267859967
5,1,1,1,0.7,0.1,0.05,0.8546048482409745
5,1,1,9,0.5,0.1,0.1,0.8545986006358982
4,1,1,7,0.5,0.1,0.05,0.8545595329681899
5,1,1,1,0.85,0.1,0.05,0.8545472471747931
5,1,1,1,1.0,0.1,0.05,0.8545421536799479
5,1,1,9,0.55,0.1,0.1,0.8544886498742249
5,1,1,1,0.9,0.1,0.05,0.8544736893284862
4,1,1,4,0.5,0.1,0.1,0.8544635961606412
5,1,1,2,0.95,0.1,0.05,0.8544509471502671
5,1,1,2,1.0,0.1,0.05,0.8544509471502671
5,1,1,1,0.6,0.1,0.05,0.8544226186726785
4,1,1,4,0.5,0.1,0.05,0.8544098277564626
5,1,1,1,0.95,0.1,0.05,0.8543759730351176
5,1,1,6,0.55,0.1,0.05,0.8543448419768224
5,1,1,8,0.65,0.1,0.15,0.8542914837578222
5,1,1,2,0.85,0.1,0.05,0.8542876509197647
5,1,1,7,0.7,0.1,0.05,0.8542747308834947
4,1,1,1,0.55,0.1,0.05,0.8542504621866491
5,1,1,7,0.75,0.1,0.05,0.8542466167315416
5,1,1,7,0.8,0.1,0.05,0.8542412027718548
5,1,1,8,0.7,0.1,0.1,0.8542312026701936
5,1,1,10,0.8,0.1,0.05,0.8541823616602446
4,1,1,6,0.5,0.1,0.1,0.8541488332684007
5,1,1,9,0.65,0.1,0.1,0.8541010277906507
5,1,1,1,0.65,0.1,0.05,0.8539760777315172
5,1,1,2,0.65,0.1,0.05,0.8539686319961829
4,1,1,3,0.5,0.1,0.1,0.8539017136318818
5,1,1,7,0.65,0.1,0.05,0.853883043655611
5,1,1,6,0.5,0.1,0.05,0.8538222752466872
4,1,1,6,0.5,0.1,0.05,0.8538041920817147
5,1,1,10,1.0,0.1,0.05,0.8538007371620934
5,1,1,2,0.6,0.1,0.05,0.8538007360606983
5,1,1,7,0.5,0.1,0.05,0.8537949370615951
4,1,1,3,0.5,0.1,0.05,0.8537744671214705
5,1,1,1,0.5,0.1,0.05,0.853759369236236
5,1,1,8,0.75,0.1,0.05,0.8537538641193047
5,1,1,7,0.6,0.1,0.1,0.8537097108577495
5,1,1,9,0.8,0.1,0.05,0.8537012824899616
5,1,1,9,1.0,0.1,0.05,0.8536981441926791
5,1,1,10,0.75,0.1,0.05,0.8536752872433778
5,1,1,8,0.6,0.1,0.05,0.8536060662509612
4,1,1,1,0.5,0.1,0.05,0.8535534151115538
5,1,1,9,0.6,0.1,0.05,0.8534679709622163
5,1,1,1,0.55,0.1,0.05,0.8533814236645135
5,1,1,7,0.6,0.1,0.05,0.8533689002961756
5,1,1,8,0.65,0.1,0.1,0.8533468200438575
5,1,1,10,0.7,0.1,0.1,0.8533418598517802
5,1,1,10,0.5,0.1,0.1,0.8532718936096829
5,1,1,2,0.8,0.1,0.05,0.8532445517634025
5,1,1,9,0.75,0.1,0.05,0.8532186994640938
5,1,1,8,0.8,0.1,0.05,0.8531924597035553
5,1,1,8,0.5,0.1,0.05,0.8531243465000659
5,1,1,1,0.8,0.1,0.05,0.8530055787119181
5,1,1,1,0.75,0.1,0.05,0.8529859027830522
5,1,1,10,0.5,0.1,0.05,0.8529792519738028
5,1,1,10,0.65,0.1,0.1,0.8529677413399649
5,1,1,7,0.55,0.1,0.05,0.8528992252654305
5,1,1,10,0.55,0.1,0.1,0.8528836211056623
5,1,1,2,0.55,0.1,0.05,0.8528507857692134
5,1,1,2,0.7,0.1,0.05,0.8528475726693184
5,1,1,9,0.5,0.1,0.05,0.8527413283928823
5,1,1,10,0.6,0.1,0.1,0.8527352604293701
5,1,1,10,0.65,0.1,0.05,0.8526377073105688
5,1,1,10,0.7,0.1,0.05,0.8526377073105688
5,1,1,9,0.65,0.1,0.05,0.8525931820780736
5,1,1,2,0.5,0.1,0.05,0.8525890011774296
5,1,1,9,0.7,0.1,0.05,0.852526463269378
5,1,1,8,0.65,0.1,0.05,0.852493315687358
5,1,1,8,0.7,0.1,0.05,0.852493315687358
5,1,1,2,0.75,0.1,0.1,0.852434866434591
5,1,1,10,0.6,0.1,0.05,0.8523565147867798
5,1,1,8,0.55,0.1,0.05,0.8522897418471689
5,1,1,2,0.75,0.1,0.05,0.8522583847513839
5,1,1,9,0.55,0.1,0.05,0.8518833226478915
5,1,1,10,0.55,0.1,0.05,0.8514153846475573
2,1,1,10,0.75,0.1,0.5,0.8461098216063148
2,1,1,10,0.75,0.1,0.45,0.8445817925175619
2,1,1,10,0.75,0.1,0.4,0.8414207091377027
2,1,1,7,0.9,0.1,0.25,0.841282923982325
2,1,1,10,0.75,0.1,0.35,0.8406618953656776
2,1,1,9,0.85,0.1,0.3,0.840475162394696
2,1,1,10,0.75,0.1,0.3,0.8404362803007389
2,1,1,5,0.8,0.1,0.1,0.8404339296571169
2,1,1,7,0.7,0.1,0.1,0.8404221064634756
2,1,1,8,0.75,0.1,0.25,0.840404807606757
2,1,1,8,0.8,0.1,0.25,0.8403603509250513
3,1,1,9,0.9,0.1,0.65,0.8401541871488456
2,1,1,9,0.7,0.1,0.25,0.8400997197816222
2,1,1,9,0.75,0.1,0.3,0.8400969855878028
3,1,1,6,0.95,0.1,0.45,0.8400875997296815
3,1,1,6,1.0,0.1,0.45,0.8400875997296815
2,1,1,7,0.95,0.1,0.25,0.8400487624609649
2,1,1,8,0.85,0.1,0.3,0.8398732584634955
2,1,1,8,0.9,0.1,0.3,0.8398649648267625
2,1,1,8,0.9,0.1,0.25,0.8398356032097389
2,1,1,7,0.85,0.1,0.2,0.8397105178038057
2,1,1,5,0.7,0.1,0.1,0.8396324175929607
2,1,1,5,0.75,0.1,0.1,0.8396324175929607
2,1,1,8,0.85,0.1,0.25,0.8396300724052991
2,1,1,7,0.8,0.1,0.25,0.8396030038279209
2,1,1,9,0.75,0.1,0.25,0.8394845053604376
3,1,1,9,0.9,0.1,0.6,0.8394832381385426
2,1,1,9,0.8,0.1,0.3,0.8394745531471886
2,1,1,10,0.75,0.1,0.25,0.83935283970143
2,1,1,9,0.8,0.1,0.25,0.839350002436461
2,1,1,9,0.85,0.1,0.25,0.8393388849960779
2,1,1,5,0.85,0.1,0.1,0.839279635348903
3,1,1,6,1.0,0.1,0.4,0.8392752189471182
2,1,1,10,0.65,0.1,0.15,0.839255668204741
2,1,1,9,0.65,0.1,0.25,0.8392221157112555
2,1,1,10,0.6,0.1,0.15,0.8392142002387447
2,1,1,8,0.65,0.1,0.1,0.839174851303177
2,1,1,6,0.9,0.1,0.2,0.8391542749998355
2,1,1,6,0.8,0.1,0.15,0.8388280436909566
2,1,1,6,0.85,0.1,0.1,0.8387106139844868
2,1,1,6,0.7,0.1,0.1,0.8386614335537951
2,1,1,6,0.75,0.1,0.1,0.8386614335537951
2,1,1,7,0.9,0.1,0.2,0.8386569413129455
2,1,1,9,0.95,0.1,0.15,0.838630680235214
2,1,1,9,1.0,0.1,0.15,0.838630680235214
2,1,1,6,0.8,0.1,0.1,0.8386074609307975
2,1,1,5,0.65,0.1,0.1,0.8385899484528614
3,1,1,2,1.0,0.1,0.55,0.8385395475055085
3,1,1,2,0.85,0.1,0.55,0.8385286890294589
2,1,1,7,0.65,0.1,0.1,0.8383617367274184
2,1,1,6,0.95,0.1,0.2,0.8383359149577266
2,1,1,7,0.75,0.1,0.1,0.8383202538213398
2,1,1,7,0.8,0.1,0.2,0.8383172597549718
2,1,1,5,0.95,0.1,0.1,0.838273703568745
2,1,1,8,0.95,0.1,0.3,0.8382667510937242
2,1,1,5,0.9,0.1,0.1,0.8381705505150556
3,1,1,2,0.9,0.1,0.55,0.8381437611792146
2,1,1,6,1.0,0.1,0.25,0.8380755969127246
2,1,1,8,0.6,0.1,0.1,0.8380745296179607
3,1,1,2,0.8,0.1,0.5,0.8380617114371977
3,1,1,2,0.8,0.1,0.45,0.8380230139000211
2,1,1,6,1.0,0.1,0.2,0.8380076436273706
2,1,1,8,0.95,0.1,0.25,0.8379643610987708
2,1,1,9,0.6,0.1,0.2,0.8379258614269421
2,1,1,8,0.7,0.1,0.15,0.8378451614700232
3,1,1,2,0.9,0.1,0.5,0.8377103286449009
2,1,1,8,0.95,0.1,0.2,0.8376562957405271
2,1,1,7,1.0,0.1,0.15,0.8375881837691758
3,1,1,2,0.85,0.1,0.5,0.837583007775081
2,1,1,5,0.6,0.1,0.1,0.8375038702798268
2,1,1,8,0.75,0.1,0.2,0.8374796012582154
2,1,1,8,0.8,0.1,0.2,0.8374796012582154
2,1,1,8,0.85,0.1,0.2,0.8374796012582154
2,1,1,10,0.95,0.1,0.2,0.8374229044550227
2,1,1,10,0.85,0.1,0.15,0.8373896304957763
2,1,1,10,0.9,0.1,0.15,0.8373896304957763
2,1,1,10,0.95,0.1,0.15,0.8373896304957763
2,1,1,10,1.0,0.1,0.15,0.8373896304957763
2,1,1,9,0.85,0.1,0.2,0.8373540245535205
2,1,1,9,0.8,0.1,0.2,0.8373125565875242
2,1,1,10,0.55,0.1,0.2,0.8372941139251672
2,1,1,9,0.65,0.1,0.2,0.8372941139251672
2,1,1,9,0.9,0.1,0.15,0.8372905524902422
3,1,1,6,0.9,0.1,0.45,0.8372043125979438
2,1,1,7,0.8,0.1,0.15,0.8371817075286144
2,1,1,7,0.85,0.1,0.15,0.8371817075286144
2,1,1,7,0.9,0.1,0.15,0.8371817075286144
3,1,1,7,1.0,0.1,0.45,0.8371772651616954
3,1,1,6,0.95,0.1,0.4,0.8371175630626676
3,1,1,6,0.9,0.1,0.4,0.8370804792458115
3,1,1,7,0.95,0.1,0.45,0.8370690400534704
2,1,1,8,0.5,0.1,0.1,0.8370140645984495
2,1,1,7,0.55,0.1,0.1,0.8370140645984495
2,1,1,10,0.8,0.1,0.15,0.8370016221633936
2,1,1,7,0.5,0.1,0.1,0.8369725966324532
2,1,1,6,0.55,0.1,0.1,0.8369725966324532
2,1,1,6,0.6,0.1,0.1,0.8369725966324532
2,1,1,10,0.7,0.1,0.15,0.8369662995060275
2,1,1,10,0.75,0.1,0.2,0.8369476259386898
2,1,1,10,0.75,0.1,0.15,0.8368984691097042
2,1,1,8,0.8,0.1,0.15,0.8368828979075541
2,1,1,9,0.5,0.1,0.1,0.8367268574889918
2,1,1,8,0.55,0.1,0.1,0.8367268574889918
2,1,1,9,0.55,0.1,0.1,0.8367268574889918
2,1,1,1,0.8,0.1,0.25,0.8366927272484542
2,1,1,3,0.95,0.1,0.15,0.8366901224413298
2,1,1,3,1.0,0.1,0.15,0.8366901224413298
2,1,1,7,0.95,0.1,0.2,0.836685413437388
2,1,1,9,0.7,0.1,0.2,0.8365696583699737
3,1,1,2,1.0,0.1,0.5,0.8365427710269023
3,1,1,5,1.0,0.1,0.35,0.8365288638351196
2,1,1,5,1.0,0.1,0.15,0.8365076297717567
2,1,1,8,0.9,0.1,0.2,0.8364090405802284
2,1,1,7,0.85,0.1,0.1,0.8363980117260641
2,1,1,9,0.75,0.1,0.2,0.8362740663656459
3,1,1,2,1.0,0.1,0.45,0.8362356075437876
2,1,1,6,0.9,0.1,0.15,0.8362341491946923
2,1,1,6,0.95,0.1,0.15,0.8362341491946923
2,1,1,6,1.0,0.1,0.15,0.8362341491946923
2,1,1,7,0.95,0.1,0.15,0.8361801765716947
2,1,1,8,0.95,0.1,0.15,0.8361300008109156
2,1,1,9,0.65,0.1,0.15,0.8361073214639893
2,1,1,9,0.7,0.1,0.15,0.8361073214639893
2,1,1,8,1.0,0.1,0.15,0.8360886403108193
2,1,1,10,0.5,0.1,0.2,0.8360045409293577
2,1,1,4,0.9,0.1,0.15,0.8359994019578032
2,1,1,6,0.65,0.1,0.1,0.8359726282513534
2,1,1,4,0.8,0.1,0.2,0.8359240817406284
2,1,1,4,1.0,0.1,0.15,0.8358902264809736
2,1,1,8,0.85,0.1,0.15,0.8357373823436802
2,1,1,4,0.8,0.1,0.15,0.8357240697041379
2,1,1,4,0.85,0.1,0.15,0.8357240697041379
3,1,1,6,1.0,0.1,0.35,0.8357160809747783
2,1,1,4,0.8,0.1,0.1,0.83568901928717
2,1,1,8,0.9,0.1,0.15,0.8356695519473568
2,1,1,8,0.75,0.1,0.15,0.8356356427472554
2,1,1,4,0.75,0.1,0.1,0.8356266015732956
2,1,1,3,0.9,0.1,0.15,0.8356040442682952
2,1,1,6,0.95,0.1,0.1,0.8355761340016744
2,1,1,6,1.0,0.1,0.1,0.8355761340016744
3,1,1,2,0.9,0.1,0.45,0.8355755017210049
3,1,1,2,0.9,0.1,0.4,0.8355384963693522
3,1,1,5,0.95,0.1,0.4,0.8355223377679593
